列表,业务,云端标注,本地标注
chinese/dzdm/X5/X5-3-DZ/F007/F007_003.wav,radio,请切换到fm幺零七点四,请切换到fm幺零七点四
chinese/dzdm/X5/X5-2-DZ/F005/F005_040.wav,meida,打开专辑jay,打开专辑jay
chinese/dzdm/X5/X5-7-DZ/M010/M010_115.wav,map,导航到南河路口,导航到南河路口
chinese/dzdm/X5/X5-3-DZ/F007/F007_116.wav,map,导航到最近的收费站,导航到最近的收费站
chinese/dzdm/X5/X5-4-DZ/F010/F010_080.wav,telephone,打电话给jefferson潘,打电话给jefferson潘
chinese/dzdm/X5/X5-7-DZ/M009/M009_106.wav,map,导航到子龙路三十一号a栋一楼,导航到子龙路三十一号a栋一楼
chinese/dzdm/X5/X5-3-DZ/F007/F007_196.wav,scheduled_destination,我想检查二月十一号的日程,我想检查二月十一号的日程
chinese/dzdm/X5/X5-4-DZ/F010/F010_179.wav,help,有哪些日程的说法,有哪些日程的说法
chinese/dzdm/X5/X5-1-DZ/F003/F003_117.wav,map,带我到安盛街和环林东路交口,带我到安盛街和环林东路交口
chinese/dzdm/X5/X5-2-DZ/F004/F004_051.wav,telephone,请拨打幺八幺二五七八七八九三,请拨打幺八幺二五七八七八九三
chinese/dzdm/X5/X5-3-DZ/F009/F009_177.wav,wether,明天的穿衣指数怎么样,明天的穿衣指数怎么样
chinese/dzdm/X5/X5-2-DZ/F006/F006_213.wav,,在线广播风水鬼师,在线广播风水鬼师
chinese/dzdm/X5/X5-3-DZ/F007/F007_001.wav,radio,请切换到am九百七十二,请切换到am九百七十二
chinese/dzdm/X5/X5-6-DZ/M007/M007_146.wav,map,导航到最近的书店,导航到最近的书店
chinese/dzdm/X5/X5-2-DZ/F004/F004_200.wav,help,电话帮助,电话帮助
chinese/dzdm/X5/X5-2-DZ/F006/F006_094.wav,map,把我带到我的公司,把我带到我的公司
chinese/dzdm/X5/X5-2-DZ/F005/F005_159.wav,traffic,前方堵吗,前方堵吗
chinese/dzdm/X5/X5-2-DZ/F006/F006_137.wav,map,我想去北京路上的必胜客,我想去北京路上的必胜客
chinese/dzdm/X5/X5-5-DZ/M003/M003_039.wav,meida,播放多远都要在一起,播放多远都要在一起
chinese/dzdm/X5/X5-6-DZ/M007/M007_121.wav,map,导航到乙烯路二百零四号,导航到乙烯路二百零四号
chinese/dzdm/X5/X5-4-DZ/M001/M001_105.wav,map,我要去上海云悦酒店,我要去上海云悦酒店
chinese/dzdm/X5/X5-3-DZ/F008/F008_087.wav,map,导航到水西大道燕山路交口,导航到水西大道燕山路交口
chinese/dzdm/X5/X5-6-DZ/M008/M008_176.wav,wether,合肥星期三的天气怎么样,合肥星期三的天气怎么样
chinese/dzdm/X5/X5-5-DZ/M003/M003_156.wav,traffic,城中路上向西方向堵车吗,城中路上向西方向堵车吗
chinese/dzdm/X5/X5-6-DZ/M008/M008_116.wav,map,导航到凤营乡施家湾加油站,导航到凤营乡施家湾加油站
chinese/dzdm/X5/X5-4-DZ/M002/M002_201.wav,help,音乐功能怎么用,音乐功能怎么用
chinese/dzdm/X5/X5-4-DZ/M001/M001_206.wav,cmd,上一页,上一页
chinese/dzdm/X5/X5-7-DZ/M010/M010_160.wav,wether,今天的pm二点五是多少,今天的pm二点五是多少
chinese/dzdm/X5/X5-6-DZ/M006/M006_220.wav,,在线广播乐创梦工场,在线广播乐创梦工场
chinese/dzdm/X5/X5-5-DZ/M004/M004_034.wav,meida,听庾澄庆的春泥,听庾澄庆的春泥
chinese/dzdm/X5/X5-2-DZ/F006/F006_158.wav,traffic,普陀区梅川路和中环路交口交口的路况,普陀区梅川路和中环路交口交口的路况
chinese/dzdm/X5/X5-5-DZ/M004/M004_017.wav,radio,播放广播到fm九幺六,播放广播到fm九幺六
chinese/dzdm/X5/X5-4-DZ/M002/M002_128.wav,map,带我到安达路与胡家桥路十字路口,带我到安达路与胡家桥路十字路口
chinese/dzdm/X5/X5-1-DZ/F002/F002_200.wav,help,音乐怎么用,音乐怎么用
chinese/dzdm/X5/X5-5-DZ/M003/M003_031.wav,meida,庄心妍爱囚,庄心妍爱囚
chinese/dzdm/X5/X5-4-DZ/M001/M001_031.wav,meida,切换音源,切换音源
chinese/dzdm/X5/X5-6-DZ/M006/M006_204.wav,help,天气帮助,天气帮助
chinese/dzdm/X5/X5-6-DZ/M008/M008_089.wav,map,导航到叶问咏春功夫窑菜,导航到叶问咏春功夫窑菜
chinese/dzdm/X5/X5-5-DZ/M004/M004_163.wav,traffic,车站北路上向南方向路况好不好,车站北路上向南方向路况好不好
chinese/dzdm/X5/X5-4-DZ/M001/M001_098.wav,map,带我到德国卡柏健康干洗宝岛世纪园南,带我到德国卡柏健康干洗宝岛世纪园南
chinese/dzdm/X5/X5-2-DZ/F004/F004_083.wav,telephone,帮我打回去,帮我打回去
chinese/dzdm/X5/X5-5-DZ/M005/M005_003.wav,radio,打开am频率八一零,打开am频率八一零
chinese/dzdm/X5/X5-3-DZ/F008/F008_028.wav,meida,我想听丁当的歌,我想听丁当的歌
chinese/dzdm/X5/X5-7-DZ/M009/M009_070.wav,telephone,拨打bonna李的公司电话,拨打bonna李的公司电话
chinese/dzdm/X5/X5-4-DZ/M002/M002_019.wav,radio,am五百九十四,am五百九十四
chinese/dzdm/X5/X5-5-DZ/M005/M005_023.wav,meida,播放歌曲逆战,播放歌曲逆战
chinese/dzdm/X5/X5-2-DZ/F005/F005_174.wav,wether,最近几天的气温,最近几天的气温
chinese/dzdm/X5/X5-4-DZ/M002/M002_014.wav,radio,频率幺零幺点七,频率幺零幺点七
chinese/dzdm/X5/X5-2-DZ/F006/F006_015.wav,radio,请切换到九一点三,请切换到九一点三
chinese/dzdm/X5/X5-4-DZ/M001/M001_024.wav,meida,听ipod,听ipod
chinese/dzdm/X5/X5-4-DZ/M001/M001_081.wav,telephone,给许源去电话,给许源去电话
chinese/dzdm/X5/X5-5-DZ/M004/M004_192.wav,new,我想看关于经济新闻,我想看关于经济新闻
chinese/dzdm/X5/X5-3-DZ/F008/F008_004.wav,radio,调到am一千零五十三,调到am一千零五十三
chinese/dzdm/X5/X5-6-DZ/M006/M006_136.wav,map,我想去金寨路上的银行,我想去金寨路上的银行
chinese/dzdm/X5/X5-6-DZ/M008/M008_019.wav,radio,调广播到fm九十一点二,调广播到fm九十一点二
chinese/dzdm/X5/X5-3-DZ/F007/F007_103.wav,map,沿途的麦当劳,沿途的麦当劳
chinese/dzdm/X5/X5-6-DZ/M007/M007_052.wav,telephone,请帮我打电话给尹玉玲,请帮我打电话给尹玉玲
chinese/dzdm/X5/X5-7-DZ/M010/M010_008.wav,radio,转到广播频道fm九一三,转到广播频道fm九一三
chinese/dzdm/X5/X5-6-DZ/M008/M008_107.wav,map,导航到崔北工业园区通港路一号,导航到崔北工业园区通港路一号
chinese/dzdm/X5/X5-6-DZ/M006/M006_030.wav,meida,来首时间煮雨,来首时间煮雨
chinese/dzdm/X5/X5-4-DZ/M002/M002_082.wav,telephone,卢卓冰,卢卓冰
chinese/dzdm/X5/X5-2-DZ/F005/F005_087.wav,map,我想找目的地附近的电影院,我想找目的地附近的电影院
chinese/dzdm/X5/X5-1-DZ/F001/F001_066.wav,telephone,我想给打电话,我想给打电话
chinese/dzdm/X5/X5-2-DZ/F006/F006_045.wav,telephone,打个电话给高宇,打个电话给高宇
chinese/dzdm/X5/X5-4-DZ/M001/M001_038.wav,meida,请打开媒体源,请打开媒体源
chinese/dzdm/X5/X5-5-DZ/M005/M005_175.wav,wether,最近几天的温度,最近几天的温度
chinese/dzdm/X5/X5-4-DZ/M001/M001_130.wav,map,我想找堡镇大众商场五金经营部,我想找堡镇大众商场五金经营部
chinese/dzdm/X5/X5-7-DZ/M009/M009_205.wav,,我想听凯叔讲故事,我想听凯叔讲故事
chinese/dzdm/X5/X5-7-DZ/M010/M010_196.wav,,播放小王子,播放小王子
chinese/dzdm/X5/X5-1-DZ/F003/F003_056.wav,telephone,拨打杨亮的家庭号码,拨打杨亮的家庭号码
chinese/dzdm/X5/X5-4-DZ/M002/M002_178.wav,wether,昨天合肥的气温多少,昨天合肥的气温多少
chinese/dzdm/X5/X5-5-DZ/M003/M003_105.wav,map,我要到安达路和胡家桥路十字路口,我要到安达路和胡家桥路十字路口
chinese/dzdm/X5/X5-3-DZ/F008/F008_169.wav,wether,合肥天气状况,合肥天气状况
chinese/dzdm/X5/X5-2-DZ/F006/F006_091.wav,map,把我带到我公司,把我带到我公司
chinese/dzdm/X5/X5-4-DZ/M001/M001_039.wav,meida,打开媒体源,打开媒体源
chinese/dzdm/X5/X5-5-DZ/M003/M003_133.wav,map,带我去安图路和靖宇东路十字口,带我去安图路和靖宇东路十字口
chinese/dzdm/X5/X5-6-DZ/M008/M008_213.wav,,我想听蓝迪四季歌,我想听蓝迪四季歌
chinese/dzdm/X5/X5-4-DZ/M002/M002_074.wav,telephone,给孙明回电话,给孙明回电话
chinese/dzdm/X5/X5-2-DZ/F004/F004_188.wav,new,我想查看关于国内新闻,我想查看关于国内新闻
chinese/dzdm/X5/X5-4-DZ/F010/F010_150.wav,map,导航到抱溪细院子,导航到抱溪细院子
chinese/dzdm/X5/X5-7-DZ/M010/M010_032.wav,meida,切换到上一个歌曲,切换到上一个歌曲
