Â¼Òô,ÒµÎñ,Â¼Òô,±ê×¢
3604,scheduled_destination,english\dzdm\X5\X5-19-DZ\M018\M018_006.wav,i want to check my schedule on sunday
3605,news,english\dzdm\X5\X5-19-DZ\M018\M018_007.wav,i want to check some news about international news
3606,news,english\dzdm\X5\X5-19-DZ\M018\M018_008.wav,i want to check some news about sports news
3607,news,english\dzdm\X5\X5-19-DZ\M018\M018_009.wav,i want to check some news about economy news
3608,news,english\dzdm\X5\X5-19-DZ\M018\M018_010.wav,i want to check some news about social news
3609,news,english\dzdm\X5\X5-19-DZ\M018\M018_011.wav,i want to check some news about society news
3610,news,english\dzdm\X5\X5-19-DZ\M018\M018_012.wav,i want to check some news about politics news
3611,news,english\dzdm\X5\X5-19-DZ\M018\M018_013.wav,i want to check some news about entertainment news
3612,news,english\dzdm\X5\X5-19-DZ\M018\M018_014.wav,i want to check some news about technology news
3613,traffic,english\dzdm\X5\X5-19-DZ\M018\M018_015.wav,how is the traffic at the intersection of north fifth road and suzhou north alley
3614,traffic,english\dzdm\X5\X5-19-DZ\M018\M018_016.wav,how is the traffic at the intersection of beijing east road and beijing middle road first alley
3615,traffic,english\dzdm\X5\X5-19-DZ\M018\M018_017.wav,how is the traffic at the intersection of beijing middle road and middle street second alley
3616,traffic,english\dzdm\X5\X5-19-DZ\M018\M018_018.wav,how's the traffic at the intersection of shanghai road and third middle alley
3617,traffic,english\dzdm\X5\X5-19-DZ\M018\M018_019.wav,how's the traffic at the intersection of huangshan road and suzhou north alley in tianjin
3618,traffic,english\dzdm\X5\X5-19-DZ\M018\M018_020.wav,how's the traffic at the intersection of huangshan north road and huangshan north road
3619,traffic,english\dzdm\X5\X5-19-DZ\M018\M018_021.wav,how's the traffic at the intersection of huangshan east road and huangshan east road
3620,traffic,english\dzdm\X5\X5-19-DZ\M018\M018_022.wav,how is the traffic at the intersection of shenzhen middle road and shenzhen middle road
3621,traffic,english\dzdm\X5\X5-19-DZ\M018\M018_023.wav,how's the traffic at the intersection of shenzhen west road and shenzhen west road
3622,help,english\dzdm\X5\X5-19-DZ\M018\M018_024.wav,how do i use the radio
3623,help,english\dzdm\X5\X5-19-DZ\M018\M018_025.wav,can you tell me how to use the radio
3624,help,english\dzdm\X5\X5-19-DZ\M018\M018_026.wav,can you show me how to use the radio
3625,help,english\dzdm\X5\X5-19-DZ\M018\M018_027.wav,could you tell me how to use the radio
3626,help,english\dzdm\X5\X5-19-DZ\M018\M018_028.wav,could you show me how to use the radio
3627,help,english\dzdm\X5\X5-19-DZ\M018\M018_029.wav,how do i use the voice function
3628,help,english\dzdm\X5\X5-19-DZ\M018\M018_030.wav,can you tell me how to use the voice function
3629,help,english\dzdm\X5\X5-19-DZ\M018\M018_031.wav,can you tell me how to use the voice
3630,help,english\dzdm\X5\X5-19-DZ\M018\M018_032.wav,can you show me how to use the voice function
3631,help,english\dzdm\X5\X5-19-DZ\M018\M018_033.wav,can you show me how to use the voice
3632,cmd,english\dzdm\X5\X5-19-DZ\M018\M018_034.wav,first one
3633,cmd,english\dzdm\X5\X5-19-DZ\M018\M018_035.wav,first
3634,cmd,english\dzdm\X5\X5-19-DZ\M018\M018_036.wav,second line
3635,cmd,english\dzdm\X5\X5-19-DZ\M018\M018_037.wav,second one
3636,cmd,english\dzdm\X5\X5-19-DZ\M018\M018_038.wav,second
3637,cmd,english\dzdm\X5\X5-19-DZ\M018\M018_039.wav,third line
3638,cmd,english\dzdm\X5\X5-19-DZ\M018\M018_040.wav,third one
3639,cmd,english\dzdm\X5\X5-19-DZ\M018\M018_041.wav,third
3640,cmd,english\dzdm\X5\X5-19-DZ\M018\M018_042.wav,fourth line
3641,cmd,english\dzdm\X5\X5-19-DZ\M018\M018_043.wav,fourth one
3642,wether,english\dzdm\X5\X5-19-DZ\M018\M018_044.wav,is there rain in shenyang this week
3643,wether,english\dzdm\X5\X5-19-DZ\M018\M018_045.wav,is there rain in nanjing next week
3644,wether,english\dzdm\X5\X5-19-DZ\M018\M018_046.wav,is there rain in peking on saturday
3645,wether,english\dzdm\X5\X5-19-DZ\M018\M018_047.wav,is there rain in shanghai on sunday
3646,wether,english\dzdm\X5\X5-19-DZ\M018\M018_048.wav,is there rain in beijing on monday
3647,wether,english\dzdm\X5\X5-19-DZ\M018\M018_049.wav,is there rain in guangzhou on tuesday
3648,wether,english\dzdm\X5\X5-19-DZ\M018\M018_050.wav,is there rain in shenzhen on wednesday
3649,wether,english\dzdm\X5\X5-19-DZ\M018\M018_051.wav,is there rain in tianjin on women's day
3650,wether,english\dzdm\X5\X5-19-DZ\M018\M018_052.wav,is there rain in chengdu on december second
3651,wether,english\dzdm\X5\X5-19-DZ\M018\M018_053.wav,is there rain in suzhou on november fourth
3652,wether,english\dzdm\X5\X5-19-DZ\M018\M018_054.wav,is there rain in wuhan on october seventh
3653,wether,english\dzdm\X5\X5-19-DZ\M018\M018_055.wav,is there rain in chongqing on september fifteenth
3654,wether,english\dzdm\X5\X5-19-DZ\M018\M018_056.wav,is it raining in peking
3655,wether,english\dzdm\X5\X5-19-DZ\M018\M018_057.wav,is it raining in shanghai
3656,wether,english\dzdm\X5\X5-19-DZ\M018\M018_058.wav,what s the weather like in beijing tomorrow
3657,wether,english\dzdm\X5\X5-19-DZ\M018\M018_059.wav,what s the weather like in guangzhou the day after tomorrow
3658,wether,english\dzdm\X5\X5-19-DZ\M018\M018_060.wav,what s the weather like in shenzhen three days from now
3659,wether,english\dzdm\X5\X5-19-DZ\M018\M018_061.wav,what s the weather like in tianjin this week
3660,wether,english\dzdm\X5\X5-19-DZ\M018\M018_062.wav,what s the weather like in chengdu next week
3661,radio,english\dzdm\X5\X5-19-DZ\M018\M018_063.wav,tune the radio to fm one zero five point seven
3662,radio,english\dzdm\X5\X5-19-DZ\M018\M018_064.wav,tune the radio to nine six three
3663,radio,english\dzdm\X5\X5-19-DZ\M018\M018_065.wav,tune the radio to nine seven two
3664,radio,english\dzdm\X5\X5-19-DZ\M018\M018_066.wav,tune the radio to nine eight one
3665,radio,english\dzdm\X5\X5-19-DZ\M018\M018_067.wav,change the radio to am nine nine zero
3666,radio,english\dzdm\X5\X5-19-DZ\M018\M018_068.wav,change the radio to am nine nine nine
3667,radio,english\dzdm\X5\X5-19-DZ\M018\M018_069.wav,change the radio to am one zero zero eight
3668,radio,english\dzdm\X5\X5-19-DZ\M018\M018_070.wav,change the radio to fm one hundred and six point four
3669,radio,english\dzdm\X5\X5-19-DZ\M018\M018_071.wav,change the radio to fm nine two point four
3670,radio,english\dzdm\X5\X5-19-DZ\M018\M018_072.wav,change the radio to fm ninety point five
3671,radio,english\dzdm\X5\X5-19-DZ\M018\M018_073.wav,change the radio to six eight four
3672,radio,english\dzdm\X5\X5-19-DZ\M018\M018_074.wav,change the radio to six nine three
3673,radio,english\dzdm\X5\X5-19-DZ\M018\M018_075.wav,change the radio to seven zero two
3674,radio,english\dzdm\X5\X5-19-DZ\M018\M018_076.wav,switch the radio to am seven one one
3675,radio,english\dzdm\X5\X5-19-DZ\M018\M018_077.wav,switch the radio to am seven two zero
3676,radio,english\dzdm\X5\X5-19-DZ\M018\M018_078.wav,switch the radio to am eight hundred and ninety one
3677,radio,english\dzdm\X5\X5-19-DZ\M018\M018_079.wav,switch the radio to fm one hundred and seven point four
3678,radio,english\dzdm\X5\X5-19-DZ\M018\M018_080.wav,switch the radio to fm one zero three point six
3679,radio,english\dzdm\X5\X5-19-DZ\M018\M018_081.wav,switch the radio to fm eighty nine point five
3680,radio,english\dzdm\X5\X5-19-DZ\M018\M018_082.wav,switch the radio to eighty eight point seven
3681,radio,english\dzdm\X5\X5-19-DZ\M018\M018_083.wav,switch the radio to nine one point nine
3682,meida,english\dzdm\X5\X5-19-DZ\M018\M018_084.wav,open the ghost stories in usb
3683,meida,english\dzdm\X5\X5-19-DZ\M018\M018_085.wav,open the absolute music six nine
3684,meida,english\dzdm\X5\X5-19-DZ\M018\M018_086.wav,open the rising tied
3685,meida,english\dzdm\X5\X5-19-DZ\M018\M018_087.wav,open the glam nation live
3686,meida,english\dzdm\X5\X5-19-DZ\M018\M018_088.wav,i want to hear the album glad you came in usb
3687,meida,english\dzdm\X5\X5-19-DZ\M018\M018_089.wav,i want to hear the album breathless in usb
3688,meida,english\dzdm\X5\X5-19-DZ\M018\M018_090.wav,i want to hear the album fiction and fact in usb
3689,meida,english\dzdm\X5\X5-19-DZ\M018\M018_091.wav,i want to hear the album tik tok
3690,meida,english\dzdm\X5\X5-19-DZ\M018\M018_092.wav,i want to hear the album always
3691,meida,english\dzdm\X5\X5-19-DZ\M018\M018_093.wav,i want to hear the album mirrors
3692,meida,english\dzdm\X5\X5-19-DZ\M018\M018_094.wav,i want to hear the live session in usb
3693,meida,english\dzdm\X5\X5-19-DZ\M018\M018_095.wav,i want to hear the hits of the zero zero s in usb
3694,meida,english\dzdm\X5\X5-19-DZ\M018\M018_096.wav,i want to hear the golden in usb
3695,meida,english\dzdm\X5\X5-19-DZ\M018\M018_097.wav,i want to hear the no fixed address
3696,meida,english\dzdm\X5\X5-19-DZ\M018\M018_098.wav,i want to hear the take a bow
3697,meida,english\dzdm\X5\X5-19-DZ\M018\M018_099.wav,i want to hear the this is us
3698,meida,english\dzdm\X5\X5-19-DZ\M018\M018_100.wav,i want to hear dia frampton's album red in usb
3699,meida,english\dzdm\X5\X5-19-DZ\M018\M018_101.wav,i want to hear madonna's album celebration in usb
3700,meida,english\dzdm\X5\X5-19-DZ\M018\M018_102.wav,i want to hear lene marlin's album playing my game in usb
3701,meida,english\dzdm\X5\X5-19-DZ\M018\M018_103.wav,i want to hear linkin park's album minutes to midnight
3702,meida,english\dzdm\X5\X5-19-DZ\M018\M018_104.wav,i want to hear owl city's album ultraviolet
3703,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_105.wav,i want to redial the last call
3704,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_106.wav,open the call list
3705,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_107.wav,show me the missed calls
3706,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_108.wav,check call list
3707,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_109.wav,i want to check the missed calls
3708,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_110.wav,check the missed calls
3709,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_111.wav,i want to check the dialed calls
3710,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_112.wav,check thedialed calls
3711,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_113.wav,i want to check theaccepted calls
3712,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_114.wav,check the accepted calls
3713,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_115.wav,i want to show the missed calls
3714,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_116.wav,show the missed calls
3715,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_117.wav,i want to show the dialed calls
3716,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_118.wav,show the dialed calls
3717,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_119.wav,i want to show the accepted calls
3718,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_120.wav,show the accepted calls
3719,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_121.wav,check all the calls
3720,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_122.wav,show all the calls
3721,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_123.wav,i want to check the call records
3722,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_124.wav,check the call records
3723,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_125.wav,i want to check the call history
3724,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_126.wav,check the call history
3725,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_127.wav,i want to check the call log
3726,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_128.wav,check the call log
3727,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_129.wav,i want to show the call records
3728,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_130.wav,show the call records
3729,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_131.wav,i want to show the call history
3730,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_132.wav,show the call history
3731,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_133.wav,i want to show the call log
3732,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_134.wav,show the call log
3733,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_135.wav,call grace charles
3734,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_136.wav,call jordan owen
3735,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_137.wav,call samantha scott
3736,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_138.wav,dial robinson's number
3737,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_139.wav,dial mom's number
3738,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_140.wav,dial alexander david's number
3739,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_141.wav,i want to give john clark a call
3740,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_142.wav,i want to give justin fergus a call
3741,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_143.wav,i want to give cameron giles a call
3742,telephone,english\dzdm\X5\X5-19-DZ\M018\M018_144.wav,i would like to give james green a call
3743,map,english\dzdm\X5\X5-19-DZ\M018\M018_145.wav,i want to find shanghai
3744,map,english\dzdm\X5\X5-19-DZ\M018\M018_146.wav,i want to find beijing
3745,map,english\dzdm\X5\X5-19-DZ\M018\M018_147.wav,i want to get to guangzhou
3746,map,english\dzdm\X5\X5-19-DZ\M018\M018_148.wav,i want to get to tianjin
3747,map,english\dzdm\X5\X5-19-DZ\M018\M018_149.wav,i want to get to shenzhen
3748,map,english\dzdm\X5\X5-19-DZ\M018\M018_150.wav,i want to get to chongqing
3749,map,english\dzdm\X5\X5-19-DZ\M018\M018_151.wav,i want to get to suzhou
3750,map,english\dzdm\X5\X5-19-DZ\M018\M018_152.wav,i want to get to chengdu
3751,map,english\dzdm\X5\X5-19-DZ\M018\M018_153.wav,i want to get to wuhan
3752,map,english\dzdm\X5\X5-19-DZ\M018\M018_154.wav,go to hangzhou
3753,map,english\dzdm\X5\X5-19-DZ\M018\M018_155.wav,go to shenyang
3754,map,english\dzdm\X5\X5-19-DZ\M018\M018_156.wav,go to nanjing
3755,map,english\dzdm\X5\X5-19-DZ\M018\M018_157.wav,go to peking
3756,map,english\dzdm\X5\X5-19-DZ\M018\M018_158.wav,go to peking university southwest gate
3757,map,english\dzdm\X5\X5-19-DZ\M018\M018_159.wav,go to people's square southwest gate
3758,map,english\dzdm\X5\X5-19-DZ\M018\M018_160.wav,go to block d wanda plaza
3759,map,english\dzdm\X5\X5-19-DZ\M018\M018_161.wav,find site tech hotel
3760,map,english\dzdm\X5\X5-19-DZ\M018\M018_162.wav,find national stadium
3761,map,english\dzdm\X5\X5-19-DZ\M018\M018_163.wav,find oriental pearl
3762,map,english\dzdm\X5\X5-19-DZ\M018\M018_164.wav,find happy home decoration
3763,map,english\dzdm\X5\X5-19-DZ\M018\M018_165.wav,find spring garden
3764,map,english\dzdm\X5\X5-19-DZ\M018\M018_166.wav,find hilton hotel group
3765,map,english\dzdm\X5\X5-19-DZ\M018\M018_167.wav,find china welfare lottery
3766,map,english\dzdm\X5\X5-19-DZ\M018\M018_168.wav,i want to drive to the china sports lottery
3767,map,english\dzdm\X5\X5-19-DZ\M018\M018_169.wav,i want to drive to the diligent dental
3768,map,english\dzdm\X5\X5-19-DZ\M018\M018_170.wav,i want to drive to the china welfare lottery
3769,map,english\dzdm\X5\X5-19-DZ\M018\M018_171.wav,i want to drive to the right way real estate
3770,map,english\dzdm\X5\X5-19-DZ\M018\M018_172.wav,i want to drive to the seven star
3771,map,english\dzdm\X5\X5-19-DZ\M018\M018_173.wav,i want to drive to the yangzhou restaurant
3772,map,english\dzdm\X5\X5-19-DZ\M018\M018_174.wav,i want to drive to china welfare lottery
3773,map,english\dzdm\X5\X5-19-DZ\M018\M018_175.wav,i want to drive to show house
3774,map,english\dzdm\X5\X5-19-DZ\M018\M018_176.wav,i want to drive to north china photo electric
3775,map,english\dzdm\X5\X5-19-DZ\M018\M018_177.wav,i want to drive to newsstand
3776,map,english\dzdm\X5\X5-19-DZ\M018\M018_178.wav,i want to drive to tom sweet
3777,map,english\dzdm\X5\X5-19-DZ\M018\M018_179.wav,i want to drive to bus parking lot
3778,map,english\dzdm\X5\X5-19-DZ\M018\M018_180.wav,i want to drive to sunny new trunk
3779,map,english\dzdm\X5\X5-19-DZ\M018\M018_181.wav,take me to the nearest fortune garden
3780,map,english\dzdm\X5\X5-19-DZ\M018\M018_182.wav,take me to the nearest united hotel
3781,map,english\dzdm\X5\X5-19-DZ\M018\M018_183.wav,take me to the nearest kefir fresh milk tea
3782,map,english\dzdm\X5\X5-19-DZ\M018\M018_184.wav,take me to the nearest cest han cafe
3783,map,english\dzdm\X5\X5-19-DZ\M018\M018_185.wav,take me to the nearest elements hotel
3784,map,english\dzdm\X5\X5-19-DZ\M018\M018_186.wav,take me to the nearest green vision gallery
3785,map,english\dzdm\X5\X5-19-DZ\M018\M018_187.wav,take me to the nearest classical artistic gallery
3786,map,english\dzdm\X5\X5-19-DZ\M018\M018_188.wav,the nearest china women's university
3787,map,english\dzdm\X5\X5-19-DZ\M018\M018_189.wav,the nearest panda pet house
3788,map,english\dzdm\X5\X5-19-DZ\M018\M018_190.wav,the nearest coffee way
3789,map,english\dzdm\X5\X5-19-DZ\M018\M018_191.wav,the nearest northwest flavor snack
3790,map,english\dzdm\X5\X5-19-DZ\M018\M018_192.wav,the nearest great wall lenovo computer
3791,map,english\dzdm\X5\X5-19-DZ\M018\M018_193.wav,the nearest great wall
3792,map,english\dzdm\X5\X5-19-DZ\M018\M018_194.wav,the nearest the palace museum
3793,map,english\dzdm\X5\X5-19-DZ\M018\M018_195.wav,go to the nearest shanghai
3794,map,english\dzdm\X5\X5-19-DZ\M018\M018_196.wav,go to the nearest beijing
3795,map,english\dzdm\X5\X5-19-DZ\M018\M018_197.wav,go to the nearest guangzhou
3796,map,english\dzdm\X5\X5-19-DZ\M018\M018_198.wav,go to the nearest tianjin
3797,map,english\dzdm\X5\X5-19-DZ\M018\M018_199.wav,go to the nearest shenzhen
3798,map,english\dzdm\X5\X5-19-DZ\M018\M018_200.wav,go to the nearest chongqing
3799,map,english\dzdm\X5\X5-19-DZ\M018\M018_201.wav,go to the nearest suzhou
3800,map,english\dzdm\X5\X5-19-DZ\M018\M018_202.wav,navigate to the nearest chengdu
3801,map,english\dzdm\X5\X5-19-DZ\M018\M018_203.wav,navigate to the nearest wuhan
3802,map,english\dzdm\X5\X5-19-DZ\M018\M018_204.wav,navigate to the nearest hangzhou
3803,map,english\dzdm\X5\X5-19-DZ\M018\M018_205.wav,navigate to the nearest shenyang
3804,map,english\dzdm\X5\X5-19-DZ\M018\M018_206.wav,navigate to the nearest nanjing
3805,map,english\dzdm\X5\X5-19-DZ\M018\M018_207.wav,navigate to the nearest peking
3806,map,english\dzdm\X5\X5-19-DZ\M018\M018_208.wav,navigate to the nearest peking university southwest gate
3807,map,english\dzdm\X5\X5-19-DZ\M018\M018_209.wav,where is the nearest people's square southwest gate
3808,map,english\dzdm\X5\X5-19-DZ\M018\M018_210.wav,where is the nearest block d wanda plaza
3809,map,english\dzdm\X5\X5-19-DZ\M018\M018_211.wav,where is the nearest oriental pearl
3810,map,english\dzdm\X5\X5-19-DZ\M018\M018_212.wav,where is the nearest happy home decoration
3811,map,english\dzdm\X5\X5-19-DZ\M018\M018_213.wav,where is the nearest spring garden
3812,map,english\dzdm\X5\X5-19-DZ\M018\M018_214.wav,where is the closest hilton hotel group
3813,scheduled_destination,english\dzdm\X5\X5-20-DZ\M019\M019_001.wav,i want to check agenda on monday
3814,scheduled_destination,english\dzdm\X5\X5-20-DZ\M019\M019_002.wav,i want to check schedule on tuesday
3815,scheduled_destination,english\dzdm\X5\X5-20-DZ\M019\M019_003.wav,i want to check my agenda on wednesday
3816,scheduled_destination,english\dzdm\X5\X5-20-DZ\M019\M019_004.wav,i need to check my schedule on friday
3817,scheduled_destination,english\dzdm\X5\X5-20-DZ\M019\M019_005.wav,i need to check agenda on saturday
3818,scheduled_destination,english\dzdm\X5\X5-20-DZ\M019\M019_006.wav,i need to check schedule on sunday
3819,news,english\dzdm\X5\X5-20-DZ\M019\M019_007.wav,what s new in today's comprehensive news
3820,news,english\dzdm\X5\X5-20-DZ\M019\M019_008.wav,what s new in today's national news
3821,news,english\dzdm\X5\X5-20-DZ\M019\M019_009.wav,what s new in today's international news
3822,news,english\dzdm\X5\X5-20-DZ\M019\M019_010.wav,what s new in today's sports news
3823,news,english\dzdm\X5\X5-20-DZ\M019\M019_011.wav,what s new in today's economy news
3824,news,english\dzdm\X5\X5-20-DZ\M019\M019_012.wav,what s new in today's social news
3825,news,english\dzdm\X5\X5-20-DZ\M019\M019_013.wav,what s new in today's society news
3826,news,english\dzdm\X5\X5-20-DZ\M019\M019_014.wav,what s new in today's politics news
3827,traffic,english\dzdm\X5\X5-20-DZ\M019\M019_015.wav,how is the traffic at the intersection of south suzhou road and south suzhou road
3828,traffic,english\dzdm\X5\X5-20-DZ\M019\M019_016.wav,how is the traffic at the intersection of wuhan university road and wuhan university road
3829,traffic,english\dzdm\X5\X5-20-DZ\M019\M019_017.wav,how is the traffic at the intersection of first middle road and first middle road in shanghai
3830,traffic,english\dzdm\X5\X5-20-DZ\M019\M019_018.wav,how is the traffic at the intersection of twelfth road and tianjin avenue
3831,traffic,english\dzdm\X5\X5-20-DZ\M019\M019_019.wav,how is the traffic at the intersection of area one main second road and tianjin north street
3832,traffic,english\dzdm\X5\X5-20-DZ\M019\M019_020.wav,how is the traffic at the intersection of area one main fourth road and shenzhen street
3833,traffic,english\dzdm\X5\X5-20-DZ\M019\M019_021.wav,how is the traffic at the intersection of number one road and chongqing south street
3834,traffic,english\dzdm\X5\X5-20-DZ\M019\M019_022.wav,how is the traffic at the intersection of west ring road and chongqing third ring expressway
3835,traffic,english\dzdm\X5\X5-20-DZ\M019\M019_023.wav,how is the traffic at the intersection of seventh branch road and suzhou bridge
3836,help,english\dzdm\X5\X5-20-DZ\M019\M019_024.wav,could you tell me how to use the voice function
3837,help,english\dzdm\X5\X5-20-DZ\M019\M019_025.wav,could you tell me how to use the voice
3838,help,english\dzdm\X5\X5-20-DZ\M019\M019_026.wav,could you show me how to use the voice function
3839,help,english\dzdm\X5\X5-20-DZ\M019\M019_027.wav,could you show me how to use the voice
3840,help,english\dzdm\X5\X5-20-DZ\M019\M019_028.wav,how do i make a phone call
3841,help,english\dzdm\X5\X5-20-DZ\M019\M019_029.wav,how do i use the telephone function
3842,help,english\dzdm\X5\X5-20-DZ\M019\M019_030.wav,can you tell me how to use the telephone function
3843,help,english\dzdm\X5\X5-20-DZ\M019\M019_031.wav,can you show me how to use the telephone function
3844,help,english\dzdm\X5\X5-20-DZ\M019\M019_032.wav,could you tell me how to use the telephone function
3845,help,english\dzdm\X5\X5-20-DZ\M019\M019_033.wav,could you show me how to use the telephone function
3846,cmd,english\dzdm\X5\X5-20-DZ\M019\M019_034.wav,fourth
3847,cmd,english\dzdm\X5\X5-20-DZ\M019\M019_035.wav,fifth line
3848,cmd,english\dzdm\X5\X5-20-DZ\M019\M019_036.wav,fifth one
3849,cmd,english\dzdm\X5\X5-20-DZ\M019\M019_037.wav,fifth
3850,cmd,english\dzdm\X5\X5-20-DZ\M019\M019_038.wav,sixth line
3851,cmd,english\dzdm\X5\X5-20-DZ\M019\M019_039.wav,sixth one
3852,cmd,english\dzdm\X5\X5-20-DZ\M019\M019_040.wav,sixth
3853,cmd,english\dzdm\X5\X5-20-DZ\M019\M019_041.wav,last line
3854,cmd,english\dzdm\X5\X5-20-DZ\M019\M019_042.wav,last one
3855,cmd,english\dzdm\X5\X5-20-DZ\M019\M019_043.wav,last
3856,wether,english\dzdm\X5\X5-20-DZ\M019\M019_044.wav,what s the weather like in suzhou on sunday
3857,wether,english\dzdm\X5\X5-20-DZ\M019\M019_045.wav,what s the weather like in wuhan on monday
3858,wether,english\dzdm\X5\X5-20-DZ\M019\M019_046.wav,what s the weather like in chongqing on tuesday
3859,wether,english\dzdm\X5\X5-20-DZ\M019\M019_047.wav,what s the weather like in hangzhou on wednesday
3860,wether,english\dzdm\X5\X5-20-DZ\M019\M019_048.wav,what s the weather like in shenyang on thursday
3861,wether,english\dzdm\X5\X5-20-DZ\M019\M019_049.wav,what s the weather like in nanjing on june thirteenth
3862,wether,english\dzdm\X5\X5-20-DZ\M019\M019_050.wav,what s the weather like in peking on may fourteenth
3863,wether,english\dzdm\X5\X5-20-DZ\M019\M019_051.wav,what s the weather like in shanghai on april twenty sixth
3864,wether,english\dzdm\X5\X5-20-DZ\M019\M019_052.wav,what s the weather like in beijing on march eighteenth
3865,wether,english\dzdm\X5\X5-20-DZ\M019\M019_053.wav,what s the weather like in guangzhou on february eleventh
3866,wether,english\dzdm\X5\X5-20-DZ\M019\M019_054.wav,how's the weather in shenzhen three days from now
3867,wether,english\dzdm\X5\X5-20-DZ\M019\M019_055.wav,how's the weather in tianjin this week
3868,wether,english\dzdm\X5\X5-20-DZ\M019\M019_056.wav,how's the weather in chengdu next week
3869,wether,english\dzdm\X5\X5-20-DZ\M019\M019_057.wav,how's the weather in suzhou today
3870,wether,english\dzdm\X5\X5-20-DZ\M019\M019_058.wav,how's the weather in wuhan tomorrow
3871,wether,english\dzdm\X5\X5-20-DZ\M019\M019_059.wav,what s the weather like in nanjing on friday
3872,wether,english\dzdm\X5\X5-20-DZ\M019\M019_060.wav,what s the weather like in peking on saturday
3873,wether,english\dzdm\X5\X5-20-DZ\M019\M019_061.wav,what s the weather like in shanghai on labor day
3874,wether,english\dzdm\X5\X5-20-DZ\M019\M019_062.wav,what s the weather like in beijing on christmas
3875,radio,english\dzdm\X5\X5-20-DZ\M019\M019_063.wav,switch the radio to one hundred and four point nine
3876,radio,english\dzdm\X5\X5-20-DZ\M019\M019_064.wav,would you mind turning the radio to am nine hundred and sixty three
3877,radio,english\dzdm\X5\X5-20-DZ\M019\M019_065.wav,would you mind turning the radio to fm ninety one point eight
3878,radio,english\dzdm\X5\X5-20-DZ\M019\M019_066.wav,would you mind turning the radio to fm eighty nine
3879,radio,english\dzdm\X5\X5-20-DZ\M019\M019_067.wav,would you mind turning the radio to eighty eight point seven
3880,radio,english\dzdm\X5\X5-20-DZ\M019\M019_068.wav,would you mind turning the radio to nine eight point six
3881,radio,english\dzdm\X5\X5-20-DZ\M019\M019_069.wav,would you mind going to am one thousand and twenty six
3882,radio,english\dzdm\X5\X5-20-DZ\M019\M019_070.wav,would you mind going to am six hundred and seventy five
3883,radio,english\dzdm\X5\X5-20-DZ\M019\M019_071.wav,would you mind going to am six hundred and eighty four
3884,radio,english\dzdm\X5\X5-20-DZ\M019\M019_072.wav,would you mind going to fm ninety three
3885,radio,english\dzdm\X5\X5-20-DZ\M019\M019_073.wav,would you mind going to fm one zero zero point seven
3886,radio,english\dzdm\X5\X5-20-DZ\M019\M019_074.wav,would you mind going to fm nine nine point nine
3887,radio,english\dzdm\X5\X5-20-DZ\M019\M019_075.wav,would you mind going to one zero three point seven
3888,radio,english\dzdm\X5\X5-20-DZ\M019\M019_076.wav,would you mind going to eighty nine point nine
3889,radio,english\dzdm\X5\X5-20-DZ\M019\M019_077.wav,would you mind going to nine zero point nine
3890,radio,english\dzdm\X5\X5-20-DZ\M019\M019_078.wav,could you go to am nine zero nine
3891,radio,english\dzdm\X5\X5-20-DZ\M019\M019_079.wav,could you go to am nine one eight
