strAudioPath,pcm_time(UTC ms),sr_result
msc_log_2017-07-20Thu23-12-06.441000.pcm.SpeexWb.pcm,1500563526441.0,开始导航
msc_log_2017-07-20Thu23-12-09.466000.pcm.SpeexWb.pcm,1500563529466.0,我要去兴文县西关口
msc_log_2017-07-20Thu23-12-14.113000.pcm.SpeexWb.pcm,1500563534113.0,去贵州关岭牛魔王养生馆
msc_log_2017-07-20Thu23-12-19.074000.pcm.SpeexWb.pcm,1500563539074.0,搜索附近的加油站
msc_log_2017-07-20Thu23-12-23.332000.pcm.SpeexWb.pcm,1500563543332.0,选择距离最近的
msc_log_2017-07-20Thu23-12-36.878000.pcm.SpeexWb.pcm,1500563556878.0,导航
msc_log_2017-07-20Thu23-12-39.791000.pcm.SpeexWb.pcm,1500563559791.0,我想去查日苏
msc_log_2017-07-20Thu23-12-44.015000.pcm.SpeexWb.pcm,1500563564015.0,就是去查日苏镇中学
msc_log_2017-07-20Thu23-12-48.473000.pcm.SpeexWb.pcm,1500563568473.0,搜索附近有名的景点
msc_log_2017-07-20Thu23-12-52.766000.pcm.SpeexWb.pcm,1500563572766.0,选择免费的
msc_log_2017-07-20Thu23-12-56.083000.pcm.SpeexWb.pcm,1500563576083.0,开始导航
msc_log_2017-07-20Thu23-12-59.201000.pcm.SpeexWb.pcm,1500563579201.0,前往徐东销品茂
msc_log_2017-07-20Thu23-13-03.222000.pcm.SpeexWb.pcm,1500563583222.0,去徐家铺子
msc_log_2017-07-20Thu23-13-07.356000.pcm.SpeexWb.pcm,1500563587356.0,在凤台路东煌公寓附近
msc_log_2017-07-20Thu23-13-12.213000.pcm.SpeexWb.pcm,1500563592213.0,走红绿灯最少的路线
msc_log_2017-07-20Thu23-13-16.516000.pcm.SpeexWb.pcm,1500563596516.0,导航
msc_log_2017-07-20Thu23-13-19.271000.pcm.SpeexWb.pcm,1500563599271.0,我要去洋县牛头山
msc_log_2017-07-20Thu23-13-23.562000.pcm.SpeexWb.pcm,1500563603562.0,去牛头山庄北楼
msc_log_2017-07-20Thu23-13-27.351000.pcm.SpeexWb.pcm,1500563607351.0,搜索附近的小吃街
msc_log_2017-07-20Thu23-13-31.469000.pcm.SpeexWb.pcm,1500563611469.0,选择距离最近的
msc_log_2017-07-20Thu23-13-34.927000.pcm.SpeexWb.pcm,1500563614927.0,导航开始
msc_log_2017-07-20Thu23-13-37.830000.pcm.SpeexWb.pcm,1500563617830.0,我想去通化市火车站
msc_log_2017-07-20Thu23-13-42.179000.pcm.SpeexWb.pcm,1500563622179.0,是建设大街的通话火车站
msc_log_2017-07-20Thu23-13-46.384000.pcm.SpeexWb.pcm,1500563626384.0,不是进站口是出站口
msc_log_2017-07-20Thu23-13-50.305000.pcm.SpeexWb.pcm,1500563630305.0,开始导航
msc_log_2017-07-20Thu23-13-53.391000.pcm.SpeexWb.pcm,1500563633391.0,导航到遂宁中心医院
msc_log_2017-07-20Thu23-13-57.860000.pcm.SpeexWb.pcm,1500563637860.0,去德胜西路上的遂宁市中心医院
msc_log_2017-07-20Thu23-14-02.918000.pcm.SpeexWb.pcm,1500563642918.0,是急诊科
msc_log_2017-07-20Thu23-14-06.165000.pcm.SpeexWb.pcm,1500563646165.0,选择红绿灯上的路线
msc_log_2017-07-20Thu23-14-10.574000.pcm.SpeexWb.pcm,1500563650574.0,导航
msc_log_2017-07-20Thu23-14-23.093000.pcm.SpeexWb.pcm,1500563663093.0,我想去山东的临沂市
msc_log_2017-07-20Thu23-14-27.651000.pcm.SpeexWb.pcm,1500563667651.0,在临泉路汪塘花园附近
msc_log_2017-07-20Thu23-14-32.949000.pcm.SpeexWb.pcm,1500563672949.0,是山东全羊馆不是金马眼镜大市场
msc_log_2017-07-20Thu23-14-38.880000.pcm.SpeexWb.pcm,1500563678880.0,导航开始
msc_log_2017-07-20Thu23-14-41.983000.pcm.SpeexWb.pcm,1500563681983.0,帮我导航到大连市金州区三十里堡镇
msc_log_2017-07-20Thu23-14-48.472000.pcm.SpeexWb.pcm,1500563688472.0,去村民委员会
msc_log_2017-07-20Thu23-14-52.169000.pcm.SpeexWb.pcm,1500563692169.0,选择红果村民委员会
msc_log_2017-07-20Thu23-14-56.734000.pcm.SpeexWb.pcm,1500563696734.0,走最近的路线
msc_log_2017-07-20Thu23-14-59.959000.pcm.SpeexWb.pcm,1500563699959.0,开始导航
msc_log_2017-07-20Thu23-15-03.207000.pcm.SpeexWb.pcm,1500563703207.0,我想去浙江省宁波市宁海县斗门张
msc_log_2017-07-20Thu23-15-08.520000.pcm.SpeexWb.pcm,1500563708520.0,去北斗北路
msc_log_2017-07-20Thu23-15-11.632000.pcm.SpeexWb.pcm,1500563711632.0,选择长白山名烟名酒斗门张店
msc_log_2017-07-20Thu23-15-17.159000.pcm.SpeexWb.pcm,1500563717159.0,导航
msc_log_2017-07-20Thu23-15-20.028000.pcm.SpeexWb.pcm,1500563720028.0,前往郫县交警队
msc_log_2017-07-20Thu23-15-24.080000.pcm.SpeexWb.pcm,1500563724080.0,去郫县交警大队违法处理室
msc_log_2017-07-20Thu23-15-29.262000.pcm.SpeexWb.pcm,1500563729262.0,走最近的路线
msc_log_2017-07-20Thu23-15-32.620000.pcm.SpeexWb.pcm,1500563732620.0,开始导航
msc_log_2017-07-20Thu23-15-35.661000.pcm.SpeexWb.pcm,1500563735661.0,导航去资阳市雁江区
msc_log_2017-07-20Thu23-15-40.399000.pcm.SpeexWb.pcm,1500563740399.0,就是政府东路60号的应援曲
msc_log_2017-07-20Thu23-15-54.621000.pcm.SpeexWb.pcm,1500563754621.0,搜索附近有名的景点
msc_log_2017-07-20Thu23-15-58.788000.pcm.SpeexWb.pcm,1500563758788.0,选择免费的
msc_log_2017-07-20Thu23-16-11.761000.pcm.SpeexWb.pcm,1500563771761.0,开始导航
msc_log_2017-07-20Thu23-16-14.624000.pcm.SpeexWb.pcm,1500563774624.0,我要去照金牧场
msc_log_2017-07-20Thu23-16-18.364000.pcm.SpeexWb.pcm,1500563778364.0,位于照金镇上的照金牧场
msc_log_2017-07-20Thu23-16-22.673000.pcm.SpeexWb.pcm,1500563782673.0,查找附近的酒店
msc_log_2017-07-20Thu23-16-26.270000.pcm.SpeexWb.pcm,1500563786270.0,选择价格最低的
msc_log_2017-07-20Thu23-16-29.550000.pcm.SpeexWb.pcm,1500563789550.0,导航开始吧
msc_log_2017-07-20Thu23-16-32.842000.pcm.SpeexWb.pcm,1500563792842.0,前往叶县辛店乡田寨村
msc_log_2017-07-20Thu23-16-38.067000.pcm.SpeexWb.pcm,1500563798067.0,那就去九寨沟田园度假村吧
msc_log_2017-07-20Thu23-16-52.212000.pcm.SpeexWb.pcm,1500563812212.0,搜索沿途有加油站的路线
msc_log_2017-07-20Thu23-16-56.519000.pcm.SpeexWb.pcm,1500563816519.0,选择距离最近的
msc_log_2017-07-20Thu23-17-09.481000.pcm.SpeexWb.pcm,1500563829481.0,导航
msc_log_2017-07-20Thu23-17-12.632000.pcm.SpeexWb.pcm,1500563832632.0,导航到星海广场
msc_log_2017-07-20Thu23-17-17.144000.pcm.SpeexWb.pcm,1500563837144.0,位于濉溪路与嘉山路交叉口的星海世纪广场
msc_log_2017-07-20Thu23-17-23.619000.pcm.SpeexWb.pcm,1500563843619.0,选择经过加油站的线路
msc_log_2017-07-20Thu23-17-27.534000.pcm.SpeexWb.pcm,1500563847534.0,导航
msc_log_2017-07-20Thu23-17-40.099000.pcm.SpeexWb.pcm,1500563860099.0,我想去西北大学
msc_log_2017-07-20Thu23-17-44.408000.pcm.SpeexWb.pcm,1500563864408.0,去研究所
msc_log_2017-07-20Thu23-17-47.873000.pcm.SpeexWb.pcm,1500563867873.0,那就去唐代文学研究所
msc_log_2017-07-20Thu23-17-52.885000.pcm.SpeexWb.pcm,1500563872885.0,我要走路况好的路线
msc_log_2017-07-20Thu23-17-56.766000.pcm.SpeexWb.pcm,1500563876766.0,开始导航
msc_log_2017-07-20Thu23-18-00.083000.pcm.SpeexWb.pcm,1500563880083.0,帮我导航到广州东
msc_log_2017-07-20Thu23-18-14.172000.pcm.SpeexWb.pcm,1500563894172.0,去广州东站
msc_log_2017-07-20Thu23-18-18.111000.pcm.SpeexWb.pcm,1500563898111.0,是东门不是7号门
msc_log_2017-07-20Thu23-18-32.103000.pcm.SpeexWb.pcm,1500563912103.0,选择红绿灯上的路线
msc_log_2017-07-20Thu23-18-36.467000.pcm.SpeexWb.pcm,1500563916467.0,导航
msc_log_2017-07-20Thu23-18-39.475000.pcm.SpeexWb.pcm,1500563919475.0,东山区陕西省咸阳市礼泉县袁家村
msc_log_2017-07-20Thu23-18-45.945000.pcm.SpeexWb.pcm,1500563925945.0,去袁家村停车场
msc_log_2017-07-20Thu23-18-50.263000.pcm.SpeexWb.pcm,1500563930263.0,选择地区
msc_log_2017-07-20Thu23-18-53.501000.pcm.SpeexWb.pcm,1500563933501.0,开始导航吧
msc_log_2017-07-20Thu23-18-57.015000.pcm.SpeexWb.pcm,1500563937015.0,我要去重庆市开县
msc_log_2017-07-20Thu23-19-01.323000.pcm.SpeexWb.pcm,1500563941323.0,就是内西街的开县
msc_log_2017-07-20Thu23-19-05.203000.pcm.SpeexWb.pcm,1500563945203.0,搜索附近的如家酒店
msc_log_2017-07-20Thu23-19-09.455000.pcm.SpeexWb.pcm,1500563949455.0,选择价格最低的
msc_log_2017-07-20Thu23-19-22.432000.pcm.SpeexWb.pcm,1500563962432.0,导航
msc_log_2017-07-20Thu23-19-34.956000.pcm.SpeexWb.pcm,1500563974956.0,前往平顶山市叶县龙泉乡小河王村
msc_log_2017-07-20Thu23-19-41.309000.pcm.SpeexWb.pcm,1500563981309.0,我要去常村乡中心小学
msc_log_2017-07-20Thu23-19-46.242000.pcm.SpeexWb.pcm,1500563986242.0,走高速路线
msc_log_2017-07-20Thu23-19-49.719000.pcm.SpeexWb.pcm,1500563989719.0,导航开始
msc_log_2017-07-20Thu23-19-52.842000.pcm.SpeexWb.pcm,1500563992842.0,我想去泰兴市城管大队
msc_log_2017-07-20Thu23-19-57.388000.pcm.SpeexWb.pcm,1500563997388.0,去管理行政执法大队
msc_log_2017-07-20Thu23-20-01.419000.pcm.SpeexWb.pcm,1500564001419.0,选择兴化市的林城中队
msc_log_2017-07-20Thu23-20-06.469000.pcm.SpeexWb.pcm,1500564006469.0,选择红绿灯上的路线
msc_log_2017-07-20Thu23-20-11.025000.pcm.SpeexWb.pcm,1500564011025.0,导航
msc_log_2017-07-20Thu23-20-23.474000.pcm.SpeexWb.pcm,1500564023474.0,导航到浦江大唐镇
msc_log_2017-07-20Thu23-20-27.523000.pcm.SpeexWb.pcm,1500564027523.0,去委员会
msc_log_2017-07-20Thu23-20-40.446000.pcm.SpeexWb.pcm,1500564040446.0,选择蒲江县大塘镇双石村村民委员会
msc_log_2017-07-20Thu23-20-46.405000.pcm.SpeexWb.pcm,1500564046405.0,不走高速
msc_log_2017-07-20Thu23-20-50.031000.pcm.SpeexWb.pcm,1500564050031.0,开始导航
msc_log_2017-07-20Thu23-20-53.375000.pcm.SpeexWb.pcm,1500564053375.0,帮我导航到咸阳秦源教育
msc_log_2017-07-20Thu23-20-58.038000.pcm.SpeexWb.pcm,1500564058038.0,位于人民西路的59号金源教育
msc_log_2017-07-20Thu23-21-02.814000.pcm.SpeexWb.pcm,1500564062814.0,搜索附近的如家酒店
msc_log_2017-07-20Thu23-21-06.846000.pcm.SpeexWb.pcm,1500564066846.0,选择价格最低的
msc_log_2017-07-20Thu23-21-10.432000.pcm.SpeexWb.pcm,1500564070432.0,导航吧
msc_log_2017-07-20Thu23-21-13.339000.pcm.SpeexWb.pcm,1500564073339.0,我要去中牟县飞翔电脑商行
msc_log_2017-07-20Thu23-21-18.334000.pcm.SpeexWb.pcm,1500564078334.0,去宏达电脑商行
msc_log_2017-07-20Thu23-21-22.310000.pcm.SpeexWb.pcm,1500564082310.0,选择红绿灯上的路线
msc_log_2017-07-20Thu23-21-26.703000.pcm.SpeexWb.pcm,1500564086703.0,开始导航
msc_log_2017-07-20Thu23-21-29.705000.pcm.SpeexWb.pcm,1500564089705.0,导航到浑南
msc_log_2017-07-20Thu23-21-33.526000.pcm.SpeexWb.pcm,1500564093526.0,去东北大学浑南校区
msc_log_2017-07-20Thu23-21-37.877000.pcm.SpeexWb.pcm,1500564097877.0,搜索附近的小吃街
msc_log_2017-07-20Thu23-21-41.909000.pcm.SpeexWb.pcm,1500564101909.0,开始导航吧
msc_log_2017-07-20Thu23-21-45.104000.pcm.SpeexWb.pcm,1500564105104.0,前往崇州市
msc_log_2017-07-20Thu23-21-49.051000.pcm.SpeexWb.pcm,1500564109051.0,就是昌明路一号的崇州市
msc_log_2017-07-20Thu23-21-53.773000.pcm.SpeexWb.pcm,1500564113773.0,选择不走高架的路线
msc_log_2017-07-20Thu23-21-57.945000.pcm.SpeexWb.pcm,1500564117945.0,导航
msc_log_2017-07-20Thu23-22-10.452000.pcm.SpeexWb.pcm,1500564130452.0,我想去成都市龙泉驿区十陵蜀王陵
msc_log_2017-07-20Thu23-22-16.792000.pcm.SpeexWb.pcm,1500564136792.0,去社区居民委员会
msc_log_2017-07-20Thu23-22-21.316000.pcm.SpeexWb.pcm,1500564141316.0,那就十陵街道天兴社区居民委员会吧
msc_log_2017-07-20Thu23-22-26.776000.pcm.SpeexWb.pcm,1500564146776.0,走最近的路线
msc_log_2017-07-20Thu23-22-30.418000.pcm.SpeexWb.pcm,1500564150418.0,开始导航
msc_log_2017-07-20Thu23-22-33.810000.pcm.SpeexWb.pcm,1500564153810.0,帮我导航到东兰
msc_log_2017-07-20Thu23-22-38.021000.pcm.SpeexWb.pcm,1500564158021.0,位于陵园街附近的东兰县
msc_log_2017-07-20Thu23-22-43.211000.pcm.SpeexWb.pcm,1500564163211.0,搜索一下沿途的加油站
msc_log_2017-07-20Thu23-22-47.537000.pcm.SpeexWb.pcm,1500564167537.0,选择距离最近的
msc_log_2017-07-20Thu23-22-51.586000.pcm.SpeexWb.pcm,1500564171586.0,导航开始
msc_log_2017-07-20Thu23-22-54.573000.pcm.SpeexWb.pcm,1500564174573.0,前往长安区青年路
msc_log_2017-07-20Thu23-22-59.124000.pcm.SpeexWb.pcm,1500564179124.0,就是冀村镇里余村青年路的西郑庄信用社
msc_log_2017-07-20Thu23-23-05.345000.pcm.SpeexWb.pcm,1500564185345.0,要走最近的路线
msc_log_2017-07-20Thu23-23-08.794000.pcm.SpeexWb.pcm,1500564188794.0,导航
msc_log_2017-07-20Thu23-23-21.134000.pcm.SpeexWb.pcm,1500564201134.0,我要去潘黄镇
msc_log_2017-07-20Thu23-23-25.055000.pcm.SpeexWb.pcm,1500564205055.0,去潘黄镇凌天家具沙发厂
msc_log_2017-07-20Thu23-23-39.498000.pcm.SpeexWb.pcm,1500564219498.0,搜索沿途有加油站的路线
msc_log_2017-07-20Thu23-23-43.711000.pcm.SpeexWb.pcm,1500564223711.0,导航
msc_log_2017-07-20Thu23-23-56.075000.pcm.SpeexWb.pcm,1500564236075.0,导航到沈阳五爱
msc_log_2017-07-20Thu23-24-00.175000.pcm.SpeexWb.pcm,1500564240175.0,就在热闹路与南通天街交汇处北侧附近
msc_log_2017-07-20Thu23-24-15.001000.pcm.SpeexWb.pcm,1500564255001.0,选择五爱街邮政所
msc_log_2017-07-20Thu23-24-28.492000.pcm.SpeexWb.pcm,1500564268492.0,开始导航
msc_log_2017-07-20Thu23-24-31.666000.pcm.SpeexWb.pcm,1500564271666.0,我想去临潼区
msc_log_2017-07-20Thu23-24-35.684000.pcm.SpeexWb.pcm,1500564275684.0,就是书院门街41的临潼区
msc_log_2017-07-20Thu23-24-40.585000.pcm.SpeexWb.pcm,1500564280585.0,搜索附近的有名的景点
msc_log_2017-07-20Thu23-24-46.333000.pcm.SpeexWb.pcm,1500564286333.0,选择价格最低的
msc_log_2017-07-20Thu23-24-49.944000.pcm.SpeexWb.pcm,1500564289944.0,开始导航
msc_log_2017-07-20Thu23-24-53.026000.pcm.SpeexWb.pcm,1500564293026.0,帮我导航到遂宁市
msc_log_2017-07-20Thu23-24-57.182000.pcm.SpeexWb.pcm,1500564297182.0,位于东升路上的遂宁市
msc_log_2017-07-20Thu23-25-01.744000.pcm.SpeexWb.pcm,1500564301744.0,选择经过加油站的线路
msc_log_2017-07-20Thu23-25-06.300000.pcm.SpeexWb.pcm,1500564306300.0,导航吧
msc_log_2017-07-20Thu23-25-09.284000.pcm.SpeexWb.pcm,1500564309284.0,前往南京翠杉园
msc_log_2017-07-20Thu23-25-13.379000.pcm.SpeexWb.pcm,1500564313379.0,去兴隆大街198的翠珊园
msc_log_2017-07-20Thu23-25-18.142000.pcm.SpeexWb.pcm,1500564318142.0,选择北门
msc_log_2017-07-20Thu23-25-21.213000.pcm.SpeexWb.pcm,1500564321213.0,导航
msc_log_2017-07-20Thu23-25-24.156000.pcm.SpeexWb.pcm,1500564324156.0,我要去新北区万达
msc_log_2017-07-20Thu23-25-28.619000.pcm.SpeexWb.pcm,1500564328619.0,新北万达广场一区的
msc_log_2017-07-20Thu23-25-32.193000.pcm.SpeexWb.pcm,1500564332193.0,不是森马万达店而是雪宾馆打印
msc_log_2017-07-20Thu23-25-46.623000.pcm.SpeexWb.pcm,1500564346623.0,开始导航
msc_log_2017-07-20Thu23-25-49.658000.pcm.SpeexWb.pcm,1500564349658.0,导航到曲阳
msc_log_2017-07-20Thu23-25-53.297000.pcm.SpeexWb.pcm,1500564353297.0,去曲阳土菜馆
msc_log_2017-07-20Thu23-25-57.391000.pcm.SpeexWb.pcm,1500564357391.0,走红绿灯最少的路线
msc_log_2017-07-20Thu23-26-01.675000.pcm.SpeexWb.pcm,1500564361675.0,导航开始
msc_log_2017-07-20Thu23-26-04.754000.pcm.SpeexWb.pcm,1500564364754.0,我想去马三家
msc_log_2017-07-20Thu23-26-09.694000.pcm.SpeexWb.pcm,1500564369694.0,就是马鞍山南路附近的
msc_log_2017-07-20Thu23-26-13.552000.pcm.SpeexWb.pcm,1500564373552.0,选择合家福广场停车场
msc_log_2017-07-20Thu23-26-18.291000.pcm.SpeexWb.pcm,1500564378291.0,导航
msc_log_2017-07-20Thu23-26-30.752000.pcm.SpeexWb.pcm,1500564390752.0,前往北京市大红门服装批发市场
msc_log_2017-07-20Thu23-26-35.894000.pcm.SpeexWb.pcm,1500564395894.0,去大红门服装大卖场
msc_log_2017-07-20Thu23-26-40.168000.pcm.SpeexWb.pcm,1500564400168.0,选择沿途有加油站的路线
msc_log_2017-07-20Thu23-26-44.107000.pcm.SpeexWb.pcm,1500564404107.0,导航吧
msc_log_2017-07-20Thu23-26-46.890000.pcm.SpeexWb.pcm,1500564406890.0,我要去温州
msc_log_2017-07-20Thu23-26-50.371000.pcm.SpeexWb.pcm,1500564410371.0,就是民航路的温州大学
msc_log_2017-07-20Thu23-26-54.329000.pcm.SpeexWb.pcm,1500564414329.0,搜索附近的小吃街
msc_log_2017-07-20Thu23-26-57.741000.pcm.SpeexWb.pcm,1500564417741.0,选择距离最近的
msc_log_2017-07-20Thu23-27-00.957000.pcm.SpeexWb.pcm,1500564420957.0,开始导航
msc_log_2017-07-20Thu23-27-03.907000.pcm.SpeexWb.pcm,1500564423907.0,帮我导航到青岛韩亚4s店
msc_log_2017-07-20Thu23-27-08.780000.pcm.SpeexWb.pcm,1500564428780.0,去润华汽车服务辽宁路店
msc_log_2017-07-20Thu23-27-13.672000.pcm.SpeexWb.pcm,1500564433672.0,选择红绿灯上的路线
msc_log_2017-07-20Thu23-27-17.683000.pcm.SpeexWb.pcm,1500564437683.0,导航
msc_log_2017-07-20Thu23-27-20.459000.pcm.SpeexWb.pcm,1500564440459.0,我想去彰武县第一高级中学
msc_log_2017-07-20Thu23-27-25.015000.pcm.SpeexWb.pcm,1500564445015.0,那就高兴乡第一初级中学
msc_log_2017-07-20Thu23-27-29.417000.pcm.SpeexWb.pcm,1500564449417.0,搜索附近的加油站
msc_log_2017-07-20Thu23-27-33.106000.pcm.SpeexWb.pcm,1500564453106.0,选择距离最近呢
msc_log_2017-07-20Thu23-27-36.507000.pcm.SpeexWb.pcm,1500564456507.0,导航
msc_log_2017-07-20Thu23-27-48.957000.pcm.SpeexWb.pcm,1500564468957.0,前往苏家屯十里锦城
msc_log_2017-07-20Thu23-27-53.216000.pcm.SpeexWb.pcm,1500564473216.0,韦曲南街景城店
msc_log_2017-07-20Thu23-28-06.681000.pcm.SpeexWb.pcm,1500564486681.0,是红太阳大药房十里锦城店
msc_log_2017-07-20Thu23-28-11.273000.pcm.SpeexWb.pcm,1500564491273.0,走最近的路线
msc_log_2017-07-20Thu23-28-14.649000.pcm.SpeexWb.pcm,1500564494649.0,导航
msc_log_2017-07-20Thu23-28-26.983000.pcm.SpeexWb.pcm,1500564506983.0,我要去中沙完小
msc_log_2017-07-20Thu23-28-30.625000.pcm.SpeexWb.pcm,1500564510625.0,那就肥西路附近的沙县小吃
msc_log_2017-07-20Thu23-28-44.429000.pcm.SpeexWb.pcm,1500564524429.0,搜索附近的酒店
msc_log_2017-07-20Thu23-28-48.068000.pcm.SpeexWb.pcm,1500564528068.0,选择价格最低的
msc_log_2017-07-20Thu23-28-51.246000.pcm.SpeexWb.pcm,1500564531246.0,开始导航
msc_log_2017-07-20Thu23-28-54.164000.pcm.SpeexWb.pcm,1500564534164.0,导航到珠海市金山林酒店离目的地
msc_log_2017-07-20Thu23-28-59.716000.pcm.SpeexWb.pcm,1500564539716.0,去金地伊顿山
msc_log_2017-07-20Thu23-29-04.012000.pcm.SpeexWb.pcm,1500564544012.0,不是北门而是南门
msc_log_2017-07-20Thu23-29-07.642000.pcm.SpeexWb.pcm,1500564547642.0,导航
msc_log_2017-07-20Thu23-29-20.090000.pcm.SpeexWb.pcm,1500564560090.0,我想去郑州市沙门村
msc_log_2017-07-20Thu23-29-24.154000.pcm.SpeexWb.pcm,1500564564154.0,那去金水区国基路街道沙门村村民委员会吧
msc_log_2017-07-20Thu23-29-39.746000.pcm.SpeexWb.pcm,1500564579746.0,走红绿灯最少的路线
msc_log_2017-07-20Thu23-29-43.614000.pcm.SpeexWb.pcm,1500564583614.0,导航吧
msc_log_2017-07-20Thu23-29-46.567000.pcm.SpeexWb.pcm,1500564586567.0,帮我导航到株洲腾龙大酒店
msc_log_2017-07-20Thu23-29-51.115000.pcm.SpeexWb.pcm,1500564591115.0,就是明陵路一号的通大酒店
msc_log_2017-07-20Thu23-29-56.252000.pcm.SpeexWb.pcm,1500564596252.0,搜索附近的加油站
msc_log_2017-07-20Thu23-30-00.102000.pcm.SpeexWb.pcm,1500564600102.0,选择距离最近的
msc_log_2017-07-20Thu23-30-13.661000.pcm.SpeexWb.pcm,1500564613661.0,开始导航
msc_log_2017-07-20Thu23-30-16.803000.pcm.SpeexWb.pcm,1500564616803.0,前往抚州到崇仁县
msc_log_2017-07-20Thu23-30-21.473000.pcm.SpeexWb.pcm,1500564621473.0,位于县府西路附近的崇仁县美丽生活馆
msc_log_2017-07-20Thu23-30-27.269000.pcm.SpeexWb.pcm,1500564627269.0,选择沿途有加油站的路线
msc_log_2017-07-20Thu23-30-31.482000.pcm.SpeexWb.pcm,1500564631482.0,导航
msc_log_2017-07-20Thu23-30-34.303000.pcm.SpeexWb.pcm,1500564634303.0,我要去昭山站
msc_log_2017-07-20Thu23-30-38.094000.pcm.SpeexWb.pcm,1500564638094.0,就是去照山卫生站
msc_log_2017-07-20Thu23-30-42.193000.pcm.SpeexWb.pcm,1500564642193.0,搜索最快的路线
msc_log_2017-07-20Thu23-30-46.311000.pcm.SpeexWb.pcm,1500564646311.0,开始导航
msc_log_2017-07-20Thu23-30-49.384000.pcm.SpeexWb.pcm,1500564649384.0,导航到沈阳市仙子湖
msc_log_2017-07-20Thu23-30-53.849000.pcm.SpeexWb.pcm,1500564653849.0,我想去仙子湖风景旅游度假区
msc_log_2017-07-20Thu23-30-58.625000.pcm.SpeexWb.pcm,1500564658625.0,搜索附近的酒店
msc_log_2017-07-20Thu23-31-02.456000.pcm.SpeexWb.pcm,1500564662456.0,选择价格最低的
msc_log_2017-07-20Thu23-31-05.991000.pcm.SpeexWb.pcm,1500564665991.0,导航吗
msc_log_2017-07-20Thu23-31-08.918000.pcm.SpeexWb.pcm,1500564668918.0,帮我导航到保山市公安局
msc_log_2017-07-20Thu23-31-13.347000.pcm.SpeexWb.pcm,1500564673347.0,去保山市公安局隆阳派出所
msc_log_2017-07-20Thu23-31-19.378000.pcm.SpeexWb.pcm,1500564679378.0,金鸡乡金鸡村的
msc_log_2017-07-20Thu23-31-23.459000.pcm.SpeexWb.pcm,1500564683459.0,选择最快的路线
msc_log_2017-07-20Thu23-31-26.993000.pcm.SpeexWb.pcm,1500564686993.0,开始导航
msc_log_2017-07-20Thu23-31-30.055000.pcm.SpeexWb.pcm,1500564690055.0,我要去太平区水泉镇
msc_log_2017-07-20Thu23-31-34.646000.pcm.SpeexWb.pcm,1500564694646.0,到阜新市水泉镇政府
msc_log_2017-07-20Thu23-31-38.953000.pcm.SpeexWb.pcm,1500564698953.0,不走高速
msc_log_2017-07-20Thu23-31-42.157000.pcm.SpeexWb.pcm,1500564702157.0,导航吧
msc_log_2017-07-20Thu23-31-44.922000.pcm.SpeexWb.pcm,1500564704922.0,我要去榆树市百货大楼
msc_log_2017-07-20Thu23-31-49.536000.pcm.SpeexWb.pcm,1500564709536.0,选择第二个
msc_log_2017-07-20Thu23-31-52.735000.pcm.SpeexWb.pcm,1500564712735.0,走最近的路线
msc_log_2017-07-20Thu23-31-56.259000.pcm.SpeexWb.pcm,1500564716259.0,开始导航
msc_log_2017-07-20Thu23-31-59.263000.pcm.SpeexWb.pcm,1500564719263.0,我想去河口
msc_log_2017-07-20Thu23-32-02.725000.pcm.SpeexWb.pcm,1500564722725.0,我要到河口景区
msc_log_2017-07-20Thu23-32-06.556000.pcm.SpeexWb.pcm,1500564726556.0,不要这个换条线路
msc_log_2017-07-20Thu23-32-10.148000.pcm.SpeexWb.pcm,1500564730148.0,导航
msc_log_2017-07-20Thu23-32-12.952000.pcm.SpeexWb.pcm,1500564732952.0,帮我导航到漳州市医院
msc_log_2017-07-20Thu23-32-17.307000.pcm.SpeexWb.pcm,1500564737307.0,到延安北路41号
msc_log_2017-07-20Thu23-32-20.965000.pcm.SpeexWb.pcm,1500564740965.0,去门诊部
msc_log_2017-07-20Thu23-32-24.470000.pcm.SpeexWb.pcm,1500564744470.0,不上高速
msc_log_2017-07-20Thu23-32-27.475000.pcm.SpeexWb.pcm,1500564747475.0,开始导航
msc_log_2017-07-20Thu23-32-30.618000.pcm.SpeexWb.pcm,1500564750618.0,帮我导航江苏省泰州市靖江市
msc_log_2017-07-20Thu23-32-35.896000.pcm.SpeexWb.pcm,1500564755896.0,就是骥江西路28号的晋江市
msc_log_2017-07-20Thu23-32-50.665000.pcm.SpeexWb.pcm,1500564770665.0,高速优先
msc_log_2017-07-20Thu23-32-53.827000.pcm.SpeexWb.pcm,1500564773827.0,导航
msc_log_2017-07-20Thu23-32-56.743000.pcm.SpeexWb.pcm,1500564776743.0,我要到桂平中沙
msc_log_2017-07-20Thu23-33-00.948000.pcm.SpeexWb.pcm,1500564780948.0,电信营业厅对面的中沙邮政支局
msc_log_2017-07-20Thu23-33-06.706000.pcm.SpeexWb.pcm,1500564786706.0,末日路线
msc_log_2017-07-20Thu23-33-09.747000.pcm.SpeexWb.pcm,1500564789747.0,导航
msc_log_2017-07-20Thu23-33-22.267000.pcm.SpeexWb.pcm,1500564802267.0,我要去营口
msc_log_2017-07-20Thu23-33-25.883000.pcm.SpeexWb.pcm,1500564805883.0,到飞机场
msc_log_2017-07-20Thu23-33-38.738000.pcm.SpeexWb.pcm,1500564818738.0,选择红绿灯最少的路线
