用户说法,user_data
搜索附近的酒店,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""未获取到数据""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.855799"",""poi"":""东华旅游"",""area"":""合肥市瑶海区"",""tel"":"""",""lng"":""117.319063""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""mapU::navi"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""45.760208"",""poi"":""哈尔滨站"",""area"":""哈尔滨市南岗区"",""tel"":"""",""lng"":""126.631528""},""reference_poi"":{},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""navigation""},""mapU::route"":{""data"":{""dataInfo"":{""avoid_poi"":{},""end_poi"":{""lat"":""31.433993"",""poi"":""黄埭镇"",""area"":""苏州市相城区"",""tel"":"""",""lng"":""120.557986""},""reference_poi"":{},""start_poi"":{},""via_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreRoute""},""radio::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_20170531184324221"",""train::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|未获取到数据""}},""activeStatus"":""fg"",""sceneStatus"":""default""},""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""stock::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""flight::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""sceneStatus"":""paused"",""activeStatus"":""bg""}}}"
选择价格最低的,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""未获取到数据""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.855799"",""poi"":""东华旅游"",""area"":""合肥市瑶海区"",""tel"":"""",""lng"":""117.319063""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""mapU::navi"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""45.760208"",""poi"":""哈尔滨站"",""area"":""哈尔滨市南岗区"",""tel"":"""",""lng"":""126.631528""},""reference_poi"":{},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""navigation""},""mapU::route"":{""data"":{""dataInfo"":{""avoid_poi"":{},""end_poi"":{""lat"":""31.433993"",""poi"":""黄埭镇"",""area"":""苏州市相城区"",""tel"":"""",""lng"":""120.557986""},""reference_poi"":{},""start_poi"":{},""via_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreRoute""},""radio::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_20170531184327800"",""train::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|未获取到数据""}},""activeStatus"":""fg"",""sceneStatus"":""default""},""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""stock::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""flight::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""sceneStatus"":""paused"",""activeStatus"":""bg""}}}"
导航吧,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""未获取到数据""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.855799"",""poi"":""东华旅游"",""area"":""合肥市瑶海区"",""tel"":"""",""lng"":""117.319063""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""mapU::navi"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""45.760208"",""poi"":""哈尔滨站"",""area"":""哈尔滨市南岗区"",""tel"":"""",""lng"":""126.631528""},""reference_poi"":{},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""navigation""},""mapU::route"":{""data"":{""dataInfo"":{""avoid_poi"":{},""end_poi"":{""lat"":""31.433993"",""poi"":""黄埭镇"",""area"":""苏州市相城区"",""tel"":"""",""lng"":""120.557986""},""reference_poi"":{},""start_poi"":{},""via_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreRoute""},""radio::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_2017053118433186"",""train::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|未获取到数据""}},""activeStatus"":""fg"",""sceneStatus"":""default""},""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""stock::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""flight::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""sceneStatus"":""paused"",""activeStatus"":""bg""}}}"
帮我导航到保山市公安局,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""未获取到数据""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.855799"",""poi"":""东华旅游"",""area"":""合肥市瑶海区"",""tel"":"""",""lng"":""117.319063""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""mapU::navi"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""45.760208"",""poi"":""哈尔滨站"",""area"":""哈尔滨市南岗区"",""tel"":"""",""lng"":""126.631528""},""reference_poi"":{},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""navigation""},""mapU::route"":{""data"":{""dataInfo"":{""avoid_poi"":{},""end_poi"":{""lat"":""31.433993"",""poi"":""黄埭镇"",""area"":""苏州市相城区"",""tel"":"""",""lng"":""120.557986""},""reference_poi"":{},""start_poi"":{},""via_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreRoute""},""radio::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_20170531184334322"",""train::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|未获取到数据""}},""activeStatus"":""fg"",""sceneStatus"":""default""},""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""stock::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""flight::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""sceneStatus"":""paused"",""activeStatus"":""bg""}}}"
去保山市公安局隆阳派出所,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""未获取到数据""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.855799"",""poi"":""东华旅游"",""area"":""合肥市瑶海区"",""tel"":"""",""lng"":""117.319063""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""mapU::navi"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""45.760208"",""poi"":""哈尔滨站"",""area"":""哈尔滨市南岗区"",""tel"":"""",""lng"":""126.631528""},""reference_poi"":{},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""navigation""},""mapU::route"":{""data"":{""dataInfo"":{""avoid_poi"":{},""end_poi"":{""lat"":""31.433993"",""poi"":""黄埭镇"",""area"":""苏州市相城区"",""tel"":"""",""lng"":""120.557986""},""reference_poi"":{},""start_poi"":{},""via_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreRoute""},""radio::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_20170531184337793"",""train::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|未获取到数据""}},""activeStatus"":""fg"",""sceneStatus"":""default""},""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""stock::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""flight::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""sceneStatus"":""paused"",""activeStatus"":""bg""}}}"
金鸡乡金鸡村的,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""未获取到数据""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.855799"",""poi"":""东华旅游"",""area"":""合肥市瑶海区"",""tel"":"""",""lng"":""117.319063""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""mapU::navi"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""45.760208"",""poi"":""哈尔滨站"",""area"":""哈尔滨市南岗区"",""tel"":"""",""lng"":""126.631528""},""reference_poi"":{},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""navigation""},""mapU::route"":{""data"":{""dataInfo"":{""avoid_poi"":{},""end_poi"":{""lat"":""31.433993"",""poi"":""黄埭镇"",""area"":""苏州市相城区"",""tel"":"""",""lng"":""120.557986""},""reference_poi"":{},""start_poi"":{},""via_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreRoute""},""radio::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_20170531184341533"",""train::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|未获取到数据""}},""activeStatus"":""fg"",""sceneStatus"":""default""},""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""stock::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""flight::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""sceneStatus"":""paused"",""activeStatus"":""bg""}}}"
选择最快的路线,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""未获取到数据""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.855799"",""poi"":""东华旅游"",""area"":""合肥市瑶海区"",""tel"":"""",""lng"":""117.319063""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""mapU::navi"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""45.760208"",""poi"":""哈尔滨站"",""area"":""哈尔滨市南岗区"",""tel"":"""",""lng"":""126.631528""},""reference_poi"":{},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""navigation""},""mapU::route"":{""data"":{""dataInfo"":{""avoid_poi"":{},""end_poi"":{""lat"":""31.433993"",""poi"":""黄埭镇"",""area"":""苏州市相城区"",""tel"":"""",""lng"":""120.557986""},""reference_poi"":{},""start_poi"":{},""via_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreRoute""},""radio::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_20170531184344789"",""train::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|未获取到数据""}},""activeStatus"":""fg"",""sceneStatus"":""default""},""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""stock::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""flight::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""sceneStatus"":""paused"",""activeStatus"":""bg""}}}"
开始导航,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""未获取到数据""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.855799"",""poi"":""东华旅游"",""area"":""合肥市瑶海区"",""tel"":"""",""lng"":""117.319063""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""mapU::navi"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""45.760208"",""poi"":""哈尔滨站"",""area"":""哈尔滨市南岗区"",""tel"":"""",""lng"":""126.631528""},""reference_poi"":{},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""navigation""},""mapU::route"":{""data"":{""dataInfo"":{""avoid_poi"":{},""end_poi"":{""lat"":""31.433993"",""poi"":""黄埭镇"",""area"":""苏州市相城区"",""tel"":"""",""lng"":""120.557986""},""reference_poi"":{},""start_poi"":{},""via_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreRoute""},""radio::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_20170531184348190"",""train::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|未获取到数据""}},""activeStatus"":""fg"",""sceneStatus"":""default""},""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""stock::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""flight::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""sceneStatus"":""paused"",""activeStatus"":""bg""}}}"
我要去太平区水泉镇,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""未获取到数据""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.855799"",""poi"":""东华旅游"",""area"":""合肥市瑶海区"",""tel"":"""",""lng"":""117.319063""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""mapU::navi"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""45.760208"",""poi"":""哈尔滨站"",""area"":""哈尔滨市南岗区"",""tel"":"""",""lng"":""126.631528""},""reference_poi"":{},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""navigation""},""mapU::route"":{""data"":{""dataInfo"":{""avoid_poi"":{},""end_poi"":{""lat"":""31.433993"",""poi"":""黄埭镇"",""area"":""苏州市相城区"",""tel"":"""",""lng"":""120.557986""},""reference_poi"":{},""start_poi"":{},""via_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreRoute""},""radio::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_20170531184351570"",""train::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|未获取到数据""}},""activeStatus"":""fg"",""sceneStatus"":""default""},""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""stock::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""flight::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""sceneStatus"":""paused"",""activeStatus"":""bg""}}}"
到阜新市水泉镇政府,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""未获取到数据""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.855799"",""poi"":""东华旅游"",""area"":""合肥市瑶海区"",""tel"":"""",""lng"":""117.319063""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""mapU::navi"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""45.760208"",""poi"":""哈尔滨站"",""area"":""哈尔滨市南岗区"",""tel"":"""",""lng"":""126.631528""},""reference_poi"":{},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""navigation""},""mapU::route"":{""data"":{""dataInfo"":{""avoid_poi"":{},""end_poi"":{""lat"":""31.433993"",""poi"":""黄埭镇"",""area"":""苏州市相城区"",""tel"":"""",""lng"":""120.557986""},""reference_poi"":{},""start_poi"":{},""via_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreRoute""},""radio::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_20170531184354855"",""train::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|未获取到数据""}},""activeStatus"":""fg"",""sceneStatus"":""default""},""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""stock::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""flight::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""sceneStatus"":""paused"",""activeStatus"":""bg""}}}"
不走高速,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""未获取到数据""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.855799"",""poi"":""东华旅游"",""area"":""合肥市瑶海区"",""tel"":"""",""lng"":""117.319063""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""mapU::navi"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""45.760208"",""poi"":""哈尔滨站"",""area"":""哈尔滨市南岗区"",""tel"":"""",""lng"":""126.631528""},""reference_poi"":{},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""navigation""},""mapU::route"":{""data"":{""dataInfo"":{""avoid_poi"":{},""end_poi"":{""lat"":""31.433993"",""poi"":""黄埭镇"",""area"":""苏州市相城区"",""tel"":"""",""lng"":""120.557986""},""reference_poi"":{},""start_poi"":{},""via_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreRoute""},""radio::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_20170531184358282"",""train::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|未获取到数据""}},""activeStatus"":""fg"",""sceneStatus"":""default""},""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""stock::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""flight::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""sceneStatus"":""paused"",""activeStatus"":""bg""}}}"
导航吧,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""未获取到数据""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.855799"",""poi"":""东华旅游"",""area"":""合肥市瑶海区"",""tel"":"""",""lng"":""117.319063""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""mapU::navi"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""45.760208"",""poi"":""哈尔滨站"",""area"":""哈尔滨市南岗区"",""tel"":"""",""lng"":""126.631528""},""reference_poi"":{},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""navigation""},""mapU::route"":{""data"":{""dataInfo"":{""avoid_poi"":{},""end_poi"":{""lat"":""31.433993"",""poi"":""黄埭镇"",""area"":""苏州市相城区"",""tel"":"""",""lng"":""120.557986""},""reference_poi"":{},""start_poi"":{},""via_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreRoute""},""radio::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_20170531184401693"",""train::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|未获取到数据""}},""activeStatus"":""fg"",""sceneStatus"":""default""},""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""stock::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""flight::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""sceneStatus"":""paused"",""activeStatus"":""bg""}}}"
我要去榆树市百货大楼,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""未获取到数据""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.855799"",""poi"":""东华旅游"",""area"":""合肥市瑶海区"",""tel"":"""",""lng"":""117.319063""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""mapU::navi"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""45.760208"",""poi"":""哈尔滨站"",""area"":""哈尔滨市南岗区"",""tel"":"""",""lng"":""126.631528""},""reference_poi"":{},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""navigation""},""mapU::route"":{""data"":{""dataInfo"":{""avoid_poi"":{},""end_poi"":{""lat"":""31.433993"",""poi"":""黄埭镇"",""area"":""苏州市相城区"",""tel"":"""",""lng"":""120.557986""},""reference_poi"":{},""start_poi"":{},""via_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreRoute""},""radio::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_20170531184404965"",""train::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|未获取到数据""}},""activeStatus"":""fg"",""sceneStatus"":""default""},""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""stock::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""flight::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""sceneStatus"":""paused"",""activeStatus"":""bg""}}}"
选择第二个,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""未获取到数据""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.855799"",""poi"":""东华旅游"",""area"":""合肥市瑶海区"",""tel"":"""",""lng"":""117.319063""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""mapU::navi"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""45.760208"",""poi"":""哈尔滨站"",""area"":""哈尔滨市南岗区"",""tel"":"""",""lng"":""126.631528""},""reference_poi"":{},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""navigation""},""mapU::route"":{""data"":{""dataInfo"":{""avoid_poi"":{},""end_poi"":{""lat"":""31.433993"",""poi"":""黄埭镇"",""area"":""苏州市相城区"",""tel"":"""",""lng"":""120.557986""},""reference_poi"":{},""start_poi"":{},""via_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreRoute""},""radio::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_20170531184408826"",""train::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|未获取到数据""}},""activeStatus"":""fg"",""sceneStatus"":""default""},""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""stock::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""flight::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""sceneStatus"":""paused"",""activeStatus"":""bg""}}}"
走最近的路线,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""未获取到数据""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.855799"",""poi"":""东华旅游"",""area"":""合肥市瑶海区"",""tel"":"""",""lng"":""117.319063""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""mapU::navi"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""45.760208"",""poi"":""哈尔滨站"",""area"":""哈尔滨市南岗区"",""tel"":"""",""lng"":""126.631528""},""reference_poi"":{},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""navigation""},""mapU::route"":{""data"":{""dataInfo"":{""avoid_poi"":{},""end_poi"":{""lat"":""31.433993"",""poi"":""黄埭镇"",""area"":""苏州市相城区"",""tel"":"""",""lng"":""120.557986""},""reference_poi"":{},""start_poi"":{},""via_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreRoute""},""radio::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_20170531184412224"",""train::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|未获取到数据""}},""activeStatus"":""fg"",""sceneStatus"":""default""},""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""stock::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""flight::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""sceneStatus"":""paused"",""activeStatus"":""bg""}}}"
开始导航,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""未获取到数据""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.855799"",""poi"":""东华旅游"",""area"":""合肥市瑶海区"",""tel"":"""",""lng"":""117.319063""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""mapU::navi"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""45.760208"",""poi"":""哈尔滨站"",""area"":""哈尔滨市南岗区"",""tel"":"""",""lng"":""126.631528""},""reference_poi"":{},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""navigation""},""mapU::route"":{""data"":{""dataInfo"":{""avoid_poi"":{},""end_poi"":{""lat"":""31.433993"",""poi"":""黄埭镇"",""area"":""苏州市相城区"",""tel"":"""",""lng"":""120.557986""},""reference_poi"":{},""start_poi"":{},""via_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreRoute""},""radio::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_20170531184415537"",""train::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|未获取到数据""}},""activeStatus"":""fg"",""sceneStatus"":""default""},""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""stock::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""flight::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""sceneStatus"":""paused"",""activeStatus"":""bg""}}}"
我想去河口,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""未获取到数据""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.855799"",""poi"":""东华旅游"",""area"":""合肥市瑶海区"",""tel"":"""",""lng"":""117.319063""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""mapU::navi"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""45.760208"",""poi"":""哈尔滨站"",""area"":""哈尔滨市南岗区"",""tel"":"""",""lng"":""126.631528""},""reference_poi"":{},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""navigation""},""mapU::route"":{""data"":{""dataInfo"":{""avoid_poi"":{},""end_poi"":{""lat"":""31.433993"",""poi"":""黄埭镇"",""area"":""苏州市相城区"",""tel"":"""",""lng"":""120.557986""},""reference_poi"":{},""start_poi"":{},""via_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreRoute""},""radio::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_20170531184418793"",""train::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|未获取到数据""}},""activeStatus"":""fg"",""sceneStatus"":""default""},""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""stock::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""flight::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""sceneStatus"":""paused"",""activeStatus"":""bg""}}}"
