nli_text,mode,nli_out_result
返回,local,"{""data"":{""result"":null},""demand_semantic"":null,""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":""true"",""nlp_match_info"":""--"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""返回"",""trim_sent"":""返回"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""artist"":"""
搜索5公里之内离我最近的厕所,local,"{""answer"":{""text"":""没有为您找到厕所请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""distance"":""5公里之内"",""distanceDescr"":""NEAREST"",""endLoc.ori_loc"":""厕所"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""--------------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""搜索5公里之内离我最近的厕所"",""search_mapU_info"":{""endLoc"":""gaode""},""state_winner"":null,""trim_sent"":""搜索5公里之内离我最近的厕所"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""artist"":"""
我想听广播,local,"{""data"":{""result"":null},""demand_semantic"":{""insType"":""PLAY_RADIO"",""service"":""radio""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""-----"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""我想听广播"",""state_winner"":null,""trim_sent"":""我想听广播"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""artist"":"""
调频FM82,local,"{""answer"":{""text"":""超出频率范围""},""data"":{""result"":null},""demand_semantic"":{""code"":""82"",""service"":""radio"",""waveband"":""fm""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""调频FM82"",""state_winner"":null,""trim_sent"":""调频fm82"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
我想听中国之声,local,"{""answer"":{""text"":""播放中国之声""},""data"":{""result"":null},""demand_semantic"":{""name"":""中国之声"",""nameOrig"":""中国之声"",""operation"":""LAUNCH"",""service"":""radio""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""-------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""我想听中国之声"",""state_winner"":null,""trim_sent"":""我想听中国之声"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
搜周边有哪些好吃的,local,"{""answer"":{""text"":""没有为您找到餐馆请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""餐馆"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""---------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""搜周边有哪些好吃的"",""state_winner"":null,""trim_sent"":""搜周边有哪些好吃的"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
其中最贵的,local,"{""answer"":{""text"":""为您找到"
100以上的,local,"{""answer"":{""text"":""餐馆有多个相关结果，请问您选哪一个""},""data"":{""result"":[{""address"":"""
返回,local,"{""data"":{""result"":null},""demand_semantic"":null,""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":""true"",""nlp_match_info"":""--"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""返回"",""trim_sent"":""返回"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
搜索周边什么好玩的,local,"{""data"":{""result"":null},""demand_semantic"":{""service"":""mapU""},""extra"":{""data_finded_match"":false,""match_gram"":""map_common_tc"",""multi_service"":null,""nlp_match_info"":""++--+++++"",""nlp_match_score"":""0.378"",""nlp_score"":""0.000"",""org_sent"":""搜索周边什么好玩的"",""state_winner"":null,""trim_sent"":""搜索周边什么好玩的"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
下一页,local,"{""data"":{""result"":null},""demand_semantic"":{""operation"":""PAGE_RANK"",""pageRank.direct"":""++"",""pageRank.offset"":""一"",""pageRank.ref"":""ZERO"",""service"":""mapU""},""extra"":{""data_finded_match"":false,""match_gram"":""map_common_tc"",""multi_service"":null,""nlp_match_info"":""---"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""下一页"",""state_winner"":null,""trim_sent"":""下一页"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
搜下蜀山区有哪些好玩的,local,"{""answer"":{""text"":""没有为您找到好玩的请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""好玩的"",""landmark.ori_loc"":""蜀山区"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""-----------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""搜下蜀山区有哪些好玩的"",""search_mapU_info"":{""endLoc"":""gaode""},""state_winner"":null,""trim_sent"":""搜下蜀山区有哪些好玩的"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
打开空调,local,"{""data"":{""result"":null},""demand_semantic"":{""insType"":""OPEN"",""operation"":""INSTRUCTION"",""service"":""airControl""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""----"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""打开空调"",""trim_sent"":""打开空调"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
温度调到26度,local,"{""data"":{""result"":null},""demand_semantic"":{""service"":""airControl"",""temperature.direct"":""+"",""temperature.offset"":""26"",""temperature.ref"":""ZERO"",""temperature.type"":""SPOT""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""-------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""温度调到26度"",""trim_sent"":""温度调到26度"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
打开天窗,local,"{""answer"":{""text"":""没有为您找到天窗这首歌,换首歌曲试试吧""},""data"":{""result"":null},""demand_semantic"":{""service"":""musicX"",""song"":""天窗""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""----"",""nlp_match_score"":""1.000"",""nlp_score"":""0.102"",""org_sent"":""打开天窗"",""state_winner"":null,""trim_sent"":""打开天窗"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
打开远光灯,local,"{""data"":{""result"":null},""demand_semantic"":{""name"":""远光灯"",""operation"":""OPEN"",""service"":""carControl""},""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""-----"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""打开远光灯"",""trim_sent"":""打开远光灯"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
查询一下植物园地址,local,"{""answer"":{""text"":""为您找到地址""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""植物园"",""property.address"":""QUERY"",""service"":""mapU""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""---------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""查询一下植物园地址"",""search_mapU_info"":{""endLoc"":""gaode""},""state_winner"":null,""trim_sent"":""查询一下植物园地址"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
合肥植物园,local,"{""answer"":{""text"":""没有为您找到植物园请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""植物园"",""keyword.ori_loc"":""合肥植物园"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""map_to_keyword_tc"",""multi_service"":null,""nlp_match_info"":""+++++"",""nlp_match_score"":""0.200"",""nlp_score"":""-3.905"",""org_sent"":""合肥植物园"",""search_mapU_info"":{""endLoc"":""gaode""},""state_winner"":null,""trim_sent"":""合肥植物园"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
选择第一个,local,"{""data"":{""result"":null},""demand_semantic"":{""operation"":""POS_RANK"",""posRank.direct"":""+"",""posRank.offset"":""一"",""posRank.ref"":""ZERO"",""service"":""mapU""},""extra"":{""data_finded_match"":false,""match_gram"":""map_common_tc"",""multi_service"":null,""nlp_match_info"":""-----"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""选择第一个"",""state_winner"":null,""trim_sent"":""选择第一个"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
返回,local,"{""data"":{""result"":null},""demand_semantic"":null,""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":""true"",""nlp_match_info"":""--"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""返回"",""trim_sent"":""返回"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
我要去三里庵国购广场,local,"{""answer"":{""text"":""没有为您找到三里庵国购广场请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""三里庵国购广场"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""----------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""我要去三里庵国购广场"",""search_mapU_info"":{""endLoc"":""gaode""},""state_winner"":null,""trim_sent"":""我要去三里庵国购广场"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
第一个,local,"{""data"":{""result"":null},""demand_semantic"":{""operation"":""POS_RANK"",""posRank.direct"":""+"",""posRank.offset"":""一"",""posRank.ref"":""ZERO"",""service"":""mapU""},""extra"":{""data_finded_match"":false,""match_gram"":""map_common_tc"",""multi_service"":null,""nlp_match_info"":""---"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""第一个"",""state_winner"":null,""trim_sent"":""第一个"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
搜索国购广场的停车场,local,"{""answer"":{""text"":""没有为您找到停车场请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""停车场"",""landmark.ori_loc"":""国购广场"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""----------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""搜索国购广场的停车场"",""state_winner"":null,""trim_sent"":""搜索国购广场的停车场"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
选择第一个,local,"{""data"":{""result"":null},""demand_semantic"":{""operation"":""POS_RANK"",""posRank.direct"":""+"",""posRank.offset"":""一"",""posRank.ref"":""ZERO"",""service"":""mapU""},""extra"":{""data_finded_match"":false,""match_gram"":""map_common_tc"",""multi_service"":null,""nlp_match_info"":""-----"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""选择第一个"",""state_winner"":null,""trim_sent"":""选择第一个"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
听陈奕迅,local,"{""answer"":{""text"":""没有为您找到陈奕迅的歌曲,换个歌手试试吧""},""data"":{""result"":null},""demand_semantic"":{""artist"":""陈奕迅"",""operation"":""PLAY"",""service"":""musicX""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""----"",""nlp_match_score"":""1.000"",""nlp_score"":""0.051"",""org_sent"":""听陈奕迅"",""state_winner"":null,""trim_sent"":""听陈奕迅"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""artist"":"""
听富士山下,local,"{""answer"":{""text"":""没有为您找到富士山下这首歌,换首歌曲试试吧""},""data"":{""result"":null},""demand_semantic"":{""artist"":""陈奕迅"",""operation"":""PLAY"",""service"":""musicX"",""song"":""富士山下""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""-----"",""nlp_match_score"":""1.000"",""nlp_score"":""0.102"",""org_sent"":""听富士山下"",""state_winner"":null,""trim_sent"":""听富士山下"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""artist"":"""
想听日语歌,local,"{""data"":{""result"":null},""demand_semantic"":{""lang"":""日语"",""operation"":""PLAY"",""service"":""musicX""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""-----"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""想听日语歌"",""state_winner"":null,""trim_sent"":""想听日语歌"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""artist"":"""
换一个歌手,local,"{""data"":{""result"":null},""demand_semantic"":{""exclude#artist_refer"":""他"",""operation"":""PLAY"",""service"":""musicX""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""musicX_gc"",""multi_service"":null,""nlp_match_info"":""-----"",""nlp_match_score"":""1.000"",""nlp_score"":""0.020"",""org_sent"":""换一个歌手"",""state_winner"":null,""trim_sent"":""换一个歌手"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""artist"":"""
听EVA主题曲,local,"{""data"":{""result"":null},""demand_semantic"":{""operation"":""PLAY"",""service"":""musicX"",""source"":""eva"",""tags"":""主题曲""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""-------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""听EVA主题曲"",""state_winner"":null,""trim_sent"":""听eva主题曲"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""artist"":"""
打电话给李健,local,"{""answer"":{""text"":""您好！已为您找到10个相似的联系人，呼叫第几个？""},""data"":{""result"":[{""alias_name"":""悦榕庄"",""name"":""丽江悦榕庄"",""phoneNumber"":""0888-5331111 "",""score"":0.50670,""source"":""yellowpage""},{""alias_name"":""官房大酒店"",""name"":""丽江官房大酒店"",""phoneNumber"":""0888-5188888 "",""score"":0.50480,""source"":""yellowpage""},{""alias_name"":""国际大酒店"",""name"":""丽江国际大酒店"",""phoneNumber"":""0888-5888888 "",""score"":0.50480,""source"":""yellowpage""},{""alias_name"":""官房大酒店"",""name"":""丽江官房大酒店"",""phoneNumber"":""0888-5188888"",""score"":0.50480,""source"":""yellowpage""},{""alias_name"":""丽歌假日酒店"",""name"":""丽江丽歌假日酒店"",""phoneNumber"":""0888-5311666 "",""score"":0.50420,""source"":""yellowpage""},{""alias_name"":""滇菌王大酒店"",""name"":""丽江滇菌王大酒店"",""phoneNumber"":""0888-5120666 "",""score"":0.50420,""source"":""yellowpage""},{""alias_name"":""铂尔曼度假酒店"",""name"":""丽江铂尔曼度假酒店"",""phoneNumber"":""0888-5300111 "",""score"":0.50370,""source"":""yellowpage""},{""alias_name"":""和府皇冠假日酒店"",""name"":""丽江和府皇冠假日酒店"",""phoneNumber"":""0888-5588888"",""score"":0.5033000000000001,""source"":""yellowpage""},{""alias_name"":""大港旺宝国际饭店"",""name"":""丽江大港旺宝国际饭店"",""phoneNumber"":""0888-5555555 "",""score"":0.5033000000000001,""source"":""yellowpage""},{""alias_name"":""利港喜来登"",""name"":""合肥新站利港喜来登酒店"",""phoneNumber"":""0551-62969999"",""score"":0.5030,""source"":""yellowpage""}]},""demand_semantic"":{""name"":""李健"",""operation"":""DIAL"",""service"":""telephone""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":true,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""-----+"",""nlp_match_score"":""0.867"",""nlp_score"":""-0.780"",""org_sent"":""打电话给李健"",""state_winner"":null,""trim_sent"":""打电话给李健"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""artist"":"""
第一个,local,"{""data"":{""result"":null},""demand_semantic"":{""operation"":""POS_RANK"",""posRank.direct"":""+"",""posRank.offset"":""一"",""posRank.ref"":""ZERO"",""service"":""telephone""},""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""---"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""第一个"",""state_winner"":null,""trim_sent"":""第一个"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""artist"":"""
打给李健移动的号码,local,"{""answer"":{""text"":""没有为您找到李健的移动号码""},""data"":{""result"":null},""demand_semantic"":{""name"":""李健"",""operation"":""DIAL"",""service"":""telephone"",""teleOperator"":""移动""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""---+-----"",""nlp_match_score"":""0.911"",""nlp_score"":""-0.753"",""org_sent"":""打给李健移动的号码"",""state_winner"":null,""trim_sent"":""打给李健移动的号码"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""artist"":"""
打给移动的,local,"{""answer"":{""text"":""您好！您可以说要拨打的联系人也可以直接说号码?""},""data"":{""result"":null},""demand_semantic"":{""operation"":""DIAL"",""service"":""telephone"",""teleOperator"":""移动""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""telephone_gc"",""multi_service"":null,""nlp_match_info"":""-----"",""nlp_match_score"":""1.000"",""nlp_score"":""0.027"",""org_sent"":""打给移动的"",""state_winner"":null,""trim_sent"":""打给移动的"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""artist"":"""
返回,local,"{""data"":{""result"":null},""demand_semantic"":{""insType"":""BACK"",""operation"":""INSTRUCTION"",""service"":""telephone""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""--"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""返回"",""state_winner"":null,""trim_sent"":""返回"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""artist"":"""
打给李健尾号6011的号码,local,"{""answer"":{""text"":""没有为您找到李健的6011号码""},""data"":{""result"":null},""demand_semantic"":{""name"":""李健"",""operation"":""DIAL"",""service"":""telephone"",""tailNum"":""6011""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""telephone_gc"",""multi_service"":null,""nlp_match_info"":""---+---------"",""nlp_match_score"":""0.938"",""nlp_score"":""-1.667"",""org_sent"":""打给李健尾号6011的号码"",""state_winner"":null,""trim_sent"":""打给李健尾号6011的号码"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""artist"":"""
打给联通的号码,local,"{""answer"":{""text"":""您好！您可以说要拨打的联系人也可以直接说号码?""},""data"":{""result"":null},""demand_semantic"":{""operation"":""DIAL"",""service"":""telephone"",""teleOperator"":""联通""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""telephone_gc"",""multi_service"":null,""nlp_match_info"":""-------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.027"",""org_sent"":""打给联通的号码"",""state_winner"":null,""trim_sent"":""打给联通的号码"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""artist"":"""
李健,local,"{""answer"":{""text"":""没有为您找到李健的联通号码""},""data"":{""result"":null},""demand_semantic"":{""intent"":""operation.DIAL_WEAK"",""name"":""李健"",""service"":""telephone"",""teleOperator"":""联通""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""telephone_gc"",""multi_service"":null,""nlp_match_info"":""-+"",""nlp_match_score"":""0.600"",""nlp_score"":""-0.780"",""org_sent"":""李健"",""state_winner"":null,""trim_sent"":""李健"",""used_hist_depth"":1,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""artist"":"""
到安大新区,local,"{""answer"":{""text"":""没有为您找到安大新区请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""安大新区"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""-----"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""到安大新区"",""search_mapU_info"":{""endLoc"":""gaode""},""state_winner"":null,""trim_sent"":""到安大新区"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""artist"":"""
第一个,local,"{""data"":{""result"":null},""demand_semantic"":{""operation"":""POS_RANK"",""posRank.direct"":""+"",""posRank.offset"":""一"",""posRank.ref"":""ZERO"",""service"":""mapU""},""extra"":{""data_finded_match"":false,""match_gram"":""map_common_tc"",""multi_service"":null,""nlp_match_info"":""---"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""第一个"",""state_winner"":null,""trim_sent"":""第一个"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""artist"":"""
